名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
タッツー,144,96,最速,,60,0,123
ラプラス,163,107,最速,,60,0,123
カビゴン,175,114,準速,スカーフ,30,0,123
ベイリーフ,188,127,最速,,60,0,123
イトマル,203,140,準速,スカーフ,30,0,123
ピチュー,208,144,最速,,60,0,123
ウソッキー,221,153,準速,スカーフ,30,0,123
ウソッキー,221,153,準速,びびり,30,1,123
ヒマナッツ,227,159,準速,スカーフ,30,0,123
キマワリ,228,160,準速,スカーフ,30,0,123
ヤドキング(原種),236,167,準速,スカーフ,30,0,123
ヤドキング(ガラルのすがた),237,168,準速,スカーフ,30,0,123
ブルー,247,175,準速,スカーフ,30,0,123
ブルー,247,175,準速,びびり,30,1,123
マグカルゴ,259,186,準速,スカーフ,30,0,123
ポリゴン2,274,196,最速,,60,0,123
ラグラージ,301,215,最速,,60,0,123
ハスボー,313,218,準速,スカーフ,30,0,123
タネボー,316,221,準速,スカーフ,30,0,123
コノハナ,317,222,最速,,60,0,123
ナマケロ,330,233,準速,スカーフ,30,0,123
ノズパス,342,239,準速,スカーフ,30,0,123
アサナン,350,241,最速,,60,0,123
バネブー,368,252,最速,,60,0,123
ドジョッチ,382,263,最速,,60,0,123
ナマズン,383,264,最速,,60,0,123
ダンバル,417,281,準速,スカーフ,30,0,123
エンペルト,441,295,最速,,60,0,123
ムックル,442,296,最速,,60,0,123
ルクシオ,450,302,最速,,60,0,123
タテトプス,456,306,準速,スカーフ,30,0,123
トリデプス,457,307,準速,スカーフ,30,0,123
ドンカラス,478,319,準速,,71,0,123
ドーミラー,484,323,最速,スカーフ,23,0,123
ピンプク,488,326,準速,スカーフ,30,0,123
リオル,495,332,最速,,60,0,123
ユキノオー,508,341,最速,,60,0,123
ジバコイル,510,343,最速,,60,0,123
フタチマル,559,384,最速,,60,0,123
チュリネ,606,399,準速,スカーフ,30,0,123
ダブラン,646,419,準速,スカーフ,30,0,123
ランクルス,647,420,準速,スカーフ,30,0,123
モロバレル,659,426,準速,スカーフ,30,0,123
シビシラス,670,429,最速,,60,0,123
コマタナ,693,445,最速,,60,0,123
ワシボン,696,447,最速,,60,0,123
バルチャイ,699,450,最速,,60,0,123
メラルバ,706,455,最速,,60,0,123
フォッコ,730,467,最速,,60,0,123
ケロマツ,733,470,準速,,71,0,123
クズモー,770,491,準速,スカーフ,30,0,123
ニンフィア,780,495,最速,,60,0,123
ヌメイル(原種),785,500,最速,,60,0,123
ヌメルゴン(ヒスイのすがた),788,503,最速,,60,0,123
ジュナイパー(ヒスイのすがた),817,518,最速,,60,0,123
ガオガエン,820,521,最速,,60,0,123
アシレーヌ,823,524,最速,,60,0,123
ドデカバシ,826,527,最速,,60,0,123
イワンコ,840,541,最速,,60,0,123
ヤレユータン,864,559,最速,,60,0,123
タンドン,940,587,準速,スカーフ,30,0,123
セキタンザン,942,589,準速,スカーフ,30,0,123
タルップル,945,592,準速,スカーフ,30,0,123
サダイジャ,947,594,準速,,71,0,123
オーロンゲ,965,608,最速,,60,0,123
ダイオウドウ,985,622,準速,スカーフ,30,0,123
ブリザポス,1006,638,準速,スカーフ,30,0,123
パモ,1037,667,最速,,60,0,123
ミニーブ,1045,675,準速,スカーフ,30,0,123
アノクサ,1066,693,最速,,60,0,123
シガロコ,1073,700,準速,スカーフ,30,0,123
キラーメ,1090,716,最速,,60,0,123
リキキリン,1104,730,最速,,60,0,123
マンキー,67,40,準速,,70,0,122
ニョロボン,75,48,準速,,70,0,122
ウツボット,84,51,準速,,70,0,122
メノクラゲ,85,52,準速,,70,0,122
レアコイル,102,65,準速,,70,0,122
ジュゴン,108,69,準速,,70,0,122
パルシェン,114,75,準速,,70,0,122
ハクリュー,183,122,準速,,70,0,122
ヨルノズク,200,139,準速,,70,0,122
ニョロトノ,222,154,準速,,70,0,122
エアームド,268,190,準速,,70,0,122
カポエラー,278,200,準速,,70,0,122
キモリ,293,207,準速,,70,0,122
グラエナ,303,217,準速,,70,0,122
ルンパッパ,315,220,準速,,70,0,122
キノガッサ,329,232,準速,,70,0,122
ビブラーバ,372,255,準速,,70,0,122
メタグロス,419,283,準速,,70,0,122
レントラー,451,303,準速,,70,0,122
ミツハニー,463,308,準速,,70,0,122
フワンテ,473,316,準速,,70,0,122
ガブリアス,493,330,無振,,102,0,122
ダイケンキ(原種),560,385,準速,,70,0,122
ゾロア(ヒスイのすがた),637,410,準速,,70,0,122
キリキザン,694,446,準速,,70,0,122
ブロスター,773,494,最速,,59,0,122
フーパ(いましめられしフーパ),811,513,準速,,70,0,122
ボルケニオン,813,514,準速,,70,0,122
ジュナイパー(原種),816,517,準速,,70,0,122
ニャビー,818,519,準速,,70,0,122
メッソン,919,577,準速,,70,0,122
アップリュー,944,591,準速,,70,0,122
ポットデス,959,602,準速,,70,0,122
ギモー,964,607,準速,,70,0,122
イシヘンジン,978,616,準速,,70,0,122
ドロンチ,992,625,無振,,102,0,122
カイデン,1060,687,準速,,70,0,122
ノノクラゲ,1068,695,準速,,70,0,122
ミガルーサ,1097,723,準速,,70,0,122
チオンジェン,1126,750,準速,,70,0,122
ヤバソチャ,1140,762,準速,,70,0,122
カメール,7,7,最速,,58,0,121
サンダース,167,111,最遅,,130,0,121
ミュウツー,185,124,最遅,,130,0,121
アリゲイツ,195,134,最速,,58,0,121
ズガイドス,454,304,最速,,58,0,121
ラムパルド,455,305,最速,,58,0,121
ズルズキン,625,408,最速,,58,0,121
ジヘッド,704,453,最速,,58,0,121
ボルトロス(れいじゅうフォルム),714,460,無振,,101,0,121
ランドロス(けしんフォルム),717,461,無振,,101,0,121
コフーライ,743,477,準速,スカーフ,29,0,121
デデンネ,782,497,無振,,101,0,121
ヒバニー,916,574,準速,,69,0,121
ブリムオン,962,605,準速,スカーフ,29,0,121
ムゲンダイナ(通常),998,631,最遅,,130,0,121
レイスポス,1007,639,最遅,,130,0,121
カヌチャン,1077,704,最速,,58,0,121
スナノケガワ,1113,738,無振,,101,0,121
リザードン,5,5,無振,,100,0,120
キュウコン(原種),43,22,無振,,100,0,120
ドククラゲ,86,53,無振,,100,0,120
ビリリダマ(原種),123,81,無振,,100,0,120
ビリリダマ(ヒスイのすがた),124,82,無振,,100,0,120
ケンタロス(パルデアのすがた(コンバット)),158,102,無振,,100,0,120
ケンタロス(パルデアのすがた(ブレイズ)),159,103,無振,,100,0,120
ケンタロス(パルデアのすがた(ウォーター)),160,104,無振,,100,0,120
サンダー(原種),178,117,無振,,100,0,120
サンダー(ガラルのすがた),179,118,無振,,100,0,120
ミュウ,186,125,無振,,100,0,120
バクフーン(原種),192,131,無振,,100,0,120
ケッキング,332,235,無振,,100,0,120
フライゴン,373,256,無振,,100,0,120
ボーマンダ,416,280,無振,,100,0,120
ムクホーク,444,298,無振,,100,0,120
パルキア(通常),538,368,無振,,100,0,120
シェイミ(ランドフォルム),548,374,無振,,100,0,120
モグリュー,587,389,準速,,68,0,120
ウルガモス,707,456,無振,,100,0,120
ゴーゴート,751,485,準速,,68,0,120
ニャスパー,755,486,準速,,68,0,120
カチコール,800,507,準速,スカーフ,28,0,120
クレベース(原種),801,508,準速,スカーフ,28,0,120
キュワワー,863,558,無振,,100,0,120
リククラゲ,1069,696,無振,,100,0,120
イルカマン(マイティフォルム),1085,711,無振,,100,0,120
ハカドッグ,1093,719,準速,,68,0,120
イーユイ,1129,753,無振,,100,0,120
スリーパー,120,80,準速,,67,0,119
チョンチー,206,142,準速,,67,0,119
ランターン,207,143,準速,,67,0,119
キバゴ,678,435,最速,,57,0,119
オノンド,679,436,準速,,67,0,119
メロエッタ(ステップフォルム),724,463,最遅,,128,0,119
ハリボーグ,728,465,最速,,57,0,119
ココガラ,924,582,最速,,57,0,119
アーマーガア,926,584,準速,,67,0,119
ザマゼンタ(たてのおう),997,630,最遅,,128,0,119
キチキギス,1143,765,無振,,99,0,119
プリン,45,24,最速,スカーフ,20,0,118
イシツブテ(原種),87,54,最速,スカーフ,20,0,118
イシツブテ(アローラのすがた),88,55,最速,スカーフ,20,0,118
オタチ,197,136,最速,スカーフ,20,0,118
マグマッグ,258,185,最速,スカーフ,20,0,118
ルリリ,341,238,最速,スカーフ,20,0,118
コータス,367,251,最速,スカーフ,20,0,118
ドダイトス,435,289,最速,,56,0,118
ケイコウオ,504,338,準速,,66,0,118
シェイミ(スカイフォルム),549,375,最遅,,127,0,118
モンメン,604,397,準速,,66,0,118
バスラオ(あかすじ),610,402,無振,,98,0,118
バスラオ(しろすじ),611,403,無振,,98,0,118
ユニラン,645,418,最速,スカーフ,20,0,118
スワンナ,649,422,無振,,98,0,118
ヒトモシ,675,432,最速,スカーフ,20,0,118
サザンドラ,705,454,無振,,98,0,118
オーロット,791,506,最速,,56,0,118
シズクモ,850,549,準速,スカーフ,27,0,118
ヨクバリス,923,581,最速,スカーフ,20,0,118
カジッチュ,943,590,最速,スカーフ,20,0,118
サシカマス,949,596,準速,,66,0,118
ユキハミ,976,614,最速,スカーフ,20,0,118
ラウドボーン,1026,656,準速,,66,0,118
タマンチュラ,1033,663,最速,スカーフ,20,0,118
ドオー,1103,729,最速,スカーフ,20,0,118
ヒトカゲ,3,3,準速,,65,0,117
アーボ,24,9,最速,,55,0,117
サンドパン(原種),31,16,準速,,65,0,117
サンドパン(アローラのすがた),32,17,準速,,65,0,117
ロコン(原種),41,20,準速,,65,0,117
ロコン(アローラのすがた),42,21,準速,,65,0,117
コダック,65,38,最速,,55,0,117
ガーディ(ヒスイのすがた),70,43,最速,,55,0,117
ウツドン,83,50,最速,,55,0,117
ナッシー(原種),128,86,最速,,55,0,117
イーブイ,165,109,最速,,55,0,117
シャワーズ,166,110,準速,,65,0,117
ブースター,168,112,準速,,65,0,117
ヒノアラシ,190,129,準速,,65,0,117
デンリュウ,217,149,最速,,55,0,117
ブラッキー,234,165,準速,,65,0,117
ハッサム,251,179,準速,,65,0,117
リングマ,257,184,最速,,55,0,117
デルビル,269,191,準速,,65,0,117
ハピナス,283,203,最速,,55,0,117
ワカシャモ,297,211,最速,,55,0,117
ペリッパー,322,225,準速,,65,0,117
アメタマ,326,229,準速,,65,0,117
マルノーム,360,248,最速,,55,0,117
ノクタス,375,258,最速,,55,0,117
ハブネーク,379,262,準速,,65,0,117
シザリガー,385,266,最速,,55,0,117
ジュペッタ,397,270,準速,,65,0,117
チリーン,401,274,準速,,65,0,117
ラブカス,413,277,無振,,97,0,117
コロトック,448,300,準速,,65,0,117
マニューラ,509,342,最遅,,125,0,117
グレイシア,519,349,準速,,65,0,117
チャオブー,556,381,最速,,55,0,117
エンブオー,557,382,準速,,65,0,117
メグロコ,612,404,準速,,65,0,117
ゾロア(原種),636,409,準速,,65,0,117
ゴチミル,643,416,最速,,55,0,117
ゴチルゼル,644,417,準速,,65,0,117
コアルヒー,648,421,最速,,55,0,117
ママンボウ,662,427,準速,,65,0,117
ランプラー,676,433,最速,,55,0,117
オノノクス,680,437,無振,,97,0,117
コジョフー,688,441,準速,,65,0,117
ゴルーグ,692,444,最速,,55,0,117
ウォーグル(ヒスイのすがた),698,449,準速,,65,0,117
ゲコガシラ,734,471,無振,,97,0,117
ファイアロー,741,475,最遅,,126,0,117
オンバット,803,510,最速,,55,0,117
ツツケラ,824,525,準速,,65,0,117
ネッコアラ,875,564,準速,,65,0,117
ジャランゴ,883,568,準速,,65,0,117
マギアナ,904,570,準速,,65,0,117
サルノリ,913,571,準速,,65,0,117
モスノウ,977,615,準速,,65,0,117
モルペコ,983,620,無振,,97,0,117
ウーラオス(いちげきのかた),1001,633,無振,,97,0,117
ウーラオス(れんげきのかた),1002,634,無振,,97,0,117
アヤシシ,1011,641,準速,,65,0,117
ニャオハ,1021,651,準速,,65,0,117
ウェルカモ,1028,658,準速,,65,0,117
パフュートン(オスのすがた),1031,661,準速,,65,0,117
パフュートン(メスのすがた),1032,662,準速,,65,0,117
パピモッチ,1043,673,準速,,65,0,117
タイカイデン,1061,688,最遅,,125,0,117
ミミズズ,1089,715,準速,,65,0,117
ノココッチ(ふたふしフォルム),1105,731,最速,,55,0,117
アラブルタケ,1110,735,最速,,55,0,117
セビエ,1120,745,最速,,55,0,117
ブリガロン,729,466,準速,,64,0,116
アブリボン,839,540,最遅,,124,0,116
ミミッキュ,878,565,無振,,96,0,116
マホイップ,973,611,準速,,64,0,116
ディグダ(原種),56,31,無振,,95,0,115
オコリザル,68,41,無振,,95,0,115
ウインディ(原種),71,44,無振,,95,0,115
ベトベター(原種),109,70,準速,スカーフ,25,0,115
ベトベター(アローラのすがた),110,71,準速,スカーフ,25,0,115
ゴースト,116,77,無振,,95,0,115
サイホーン,139,93,準速,スカーフ,25,0,115
フリーザー(ガラルのすがた),177,116,無振,,95,0,115
バクフーン(ヒスイのすがた),193,132,無振,,95,0,115
ヤンヤンマ,229,161,無振,,95,0,115
ヘルガー,270,192,無振,,95,0,115
エレキッド,280,201,無振,,95,0,115
ジュプトル,294,208,無振,,95,0,115
マクノシタ,339,236,準速,スカーフ,25,0,115
プラスル,354,243,無振,,95,0,115
マイナン,355,244,無振,,95,0,115
ヨマワル,398,271,準速,スカーフ,25,0,115
サマヨール,399,272,準速,スカーフ,25,0,115
レックウザ,427,286,無振,,95,0,115
コロボーシ,447,299,準速,スカーフ,25,0,115
パチリス,465,310,無振,,95,0,115
エレキブル,514,345,無振,,95,0,115
メガヤンマ,517,347,無振,,95,0,115
リーフィア,518,348,無振,,95,0,115
グライオン,520,350,無振,,95,0,115
ユクシー,533,363,無振,,95,0,115
ツタージャ,552,377,準速,,63,0,115
メブキジカ,654,424,無振,,95,0,115
オンバーン,804,511,最遅,,123,0,115
マケンカニ,832,533,準速,,63,0,115
ホシガリス,922,580,準速,スカーフ,25,0,115
イエッサン(オスのすがた),981,618,無振,,95,0,115
マスカーニャ,1023,653,最遅,,123,0,115
バウッツェル,1044,674,無振,,95,0,115
コジオ,1052,679,準速,スカーフ,25,0,115
ウミディグダ,1080,707,無振,,95,0,115
ゲッコウガ(通常),735,472,最遅,,122,0,114
ヤヤコマ,739,473,準速,,62,0,114
フラエッテ,748,482,最速,,52,0,114
メェークル,750,484,最速,,52,0,114
フクスロー,815,516,最速,,52,0,114
アママイコ,861,556,準速,,62,0,114
ラビフット,917,575,無振,,94,0,114
ガチグマ(あかつき),1014,644,最速,,52,0,114
デカヌチャン,1079,706,無振,,94,0,114
セゴール,1121,746,準速,,62,0,114
ブーバー,155,100,無振,,93,0,113
サナギラス,288,205,最速,,51,0,113
バンギラス,289,206,準速,,61,0,113
トロピウス,400,273,最速,,51,0,113
ヒコザル,436,290,準速,,61,0,113
トルネロス(れいじゅうフォルム),712,458,最遅,,121,0,113
オドリドリ(めらめらスタイル),834,535,無振,,93,0,113
オドリドリ(ぱちぱちスタイル),835,536,無振,,93,0,113
オドリドリ(ふらふらスタイル),836,537,無振,,93,0,113
オドリドリ(まいまいスタイル),837,538,無振,,93,0,113
オラチフ,1062,689,最速,,51,0,113
モトトカゲ,1088,714,最遅,,121,0,113
フシギソウ,1,1,準速,,60,0,112
ピクシー,40,19,準速,,60,0,112
ラフレシア,51,28,最速,,50,0,112
ダグトリオ(原種),58,33,最遅,,120,0,112
ガーディ(原種),69,42,準速,,60,0,112
ベトベトン(原種),111,72,最速,,50,0,112
ベトベトン(アローラのすがた),112,73,最速,,50,0,112
マタドガス(原種),137,91,準速,,60,0,112
マタドガス(ガラルのすがた),138,92,準速,,60,0,112
ラッキー,141,95,最速,,50,0,112
タッツー,144,96,準速,,60,0,112
ラプラス,163,107,準速,,60,0,112
ミニリュウ,182,121,最速,,50,0,112
ベイリーフ,188,127,準速,,60,0,112
ホーホー,199,138,最速,,50,0,112
ピチュー,208,144,準速,,60,0,112
キレイハナ,218,150,最速,,50,0,112
マリルリ,220,152,最速,,50,0,112
ハネッコ,223,155,最速,,50,0,112
ウリムー,260,187,最速,,50,0,112
イノムー,261,188,最速,,50,0,112
ドンファン,273,195,最速,,50,0,112
ポリゴン2,274,196,準速,,60,0,112
ジュカイン,295,209,最遅,,120,0,112
ヌマクロー,300,214,最速,,50,0,112
ラグラージ,301,215,準速,,60,0,112
ハスブレロ,314,219,最速,,50,0,112
