ID,全国,名前,フォルム,GEN,FID,RID,TID,IID,名前(フォルム),タイプ1,,タイプ2,,HP,攻撃,防御,特攻,特防,素早,合計,とくせい1,とくせい2,夢特性,重さ(kg),スプライト名,スプライトID,アイコンID,アイコン名
613,0552,ワルビル,,5,00,00,00,,ワルビル,じめん,ground,あく,dark,60,82,45,45,45,74,351,いかく,じしんかじょう,いかりのつぼ,33.4,pm0554_00_00_00,,1FF61AqV0A1EwA-g4ZShYvDkGmKkdH7Y6,Pokémon-Icon_552
614,0553,ワルビアル,,5,00,00,00,,ワルビアル,じめん,ground,あく,dark,95,117,80,65,70,92,519,いかく,じしんかじょう,いかりのつぼ,96.3,pm0555_00_00_00,,129Snyd0hOhyvB7d9kg-cat5_T5_SDnU-,Pokémon-Icon_553
615,0554,ダルマッカ,原種,5,00,00,00,,ダルマッカ(原種),ほのお,fire,なし,none,70,90,45,15,45,50,315,はりきり,,せいしんりょく,37.5,pm0555_00_00_00,,16DdQf98yI-9kwyp4tWGfBAZi4ky0xARl,Pokémon-Icon_554
616,0554,ダルマッカ,ガラルのすがた,8,00,31,00,a,ダルマッカ(ガラルのすがた),こおり,ice,なし,none,70,90,45,15,45,50,315,はりきり,,せいしんりょく,40,pm0555_00_00_00,,1APUYVc_EOin8Bg4sgrdXf4WnLeJUIUri,Pokémon-Icon_554a
617,0555,ヒヒダルマ,原種,5,11,00,00,,ヒヒダルマ(原種),ほのお,fire,なし,none,105,140,55,30,55,95,480,ちからずく,,ダルマモード,92.9,pm0555_00_00_00,,1W6j4swAlQKH89gosmdEPlOUmfqEuz7kO,Pokémon-Icon_555
618,0555,ヒヒダルマ,ガラルのすがた,8,11,31,00,a,ヒヒダルマ(ガラルのすがた),こおり,ice,なし,none,105,140,55,30,55,95,480,ごりむちゅう,,ダルマモード,120,pm0557_00_00_00,,1lwu5Bn29EXUc9OVsvApPr1JF4-KB6oe8,Pokémon-Icon_555a
619,0555,ヒヒダルマ,ダルマモード(原種),5,12,00,00,a,ヒヒダルマ(ダルマモード(原種)),ほのお,fire,エスパー,psychic,105,30,105,140,105,55,540,ちからずく,,ダルマモード,92.9,pm0556_00_00_00,,1lwu5Bn29EXUc9OVsvApPr1JF4-KB6oe8,Pokémon-Icon_555a
620,0555,ヒヒダルマ,ダルマモード(ガラルのすがた),5,12,31,00,b,ヒヒダルマ(ダルマモード(ガラルのすがた)),こおり,ice,ほのお,fire,105,160,55,30,55,135,540,ごりむちゅう,,ダルマモード,120,pm0558_00_00_00,,19D__4eoFEPUeOOIysMsdb1daEGq1W0Q5,Pokémon-Icon_555b
621,0556,マラカッチ,,5,00,00,00,,マラカッチ,くさ,grass,なし,none,75,86,67,106,67,60,461,ちょすい,ようりょくそ,よびみず,28,pm0559_00_00_00,,1x4wsI8EtAWWtEU3IFkiKEUjcqUexIcFe,Pokémon-Icon_556
622,0557,イシズマイ,,5,00,00,00,,イシズマイ,むし,bug,いわ,rock,50,65,85,35,35,55,325,がんじょう,シェルアーマー,くだけるよろい,14.5,pm0560_00_00_00,,1OQzIAeU3KPKAAIKMfD9-EE_-Npl4jwhi,Pokémon-Icon_557
623,0558,イワパレス,,5,00,00,00,,イワパレス,むし,bug,いわ,rock,70,105,125,65,75,45,485,がんじょう,シェルアーマー,くだけるよろい,200,pm0561_00_00_00,,1jqtoqVqke6zvROuiAtwtmxRoTSGCJ7dh,Pokémon-Icon_558
624,0559,ズルッグ,,5,00,00,00,,ズルッグ,あく,dark,かくとう,fighting,50,75,70,35,70,48,348,だっぴ,じしんかじょう,いかく,11.8,pm0562_00_00_00,,1jk_uQHoYfD7u0IlHyZfTD_XG5nTQ1U9g,Pokémon-Icon_559
625,0560,ズルズキン,,5,00,00,00,,ズルズキン,あく,dark,かくとう,fighting,65,90,115,45,115,58,488,だっぴ,じしんかじょう,いかく,30,pm0562_00_00_00,,131o8R4ObVJSUcLVu7zHCw0CTEYdG_qS1,Pokémon-Icon_560
626,0561,シンボラー,,5,00,00,00,,シンボラー,エスパー,psychic,ひこう,flying,72,58,80,103,80,97,490,ミラクルスキン,マジックガード,いろめがね,14,pm0563_00_00_00,,1EG6oIPT5nT8cgcesMlobWBXWAli4GxHf,Pokémon-Icon_561
627,0562,デスマス,原種,5,00,00,00,,デスマス(原種),ゴースト,ghost,なし,none,38,30,85,55,65,30,303,ミイラ,,,1.5,pm0564_00_00_00,,18zD6j_juKXBI8hyfklt404wWE8PztG9K,Pokémon-Icon_562
628,0562,デスマス,ガラルのすがた,8,00,31,00,a,デスマス(ガラルのすがた),じめん,ground,ゴースト,ghost,38,55,85,30,65,30,303,さまようたましい,,,1.5,pm0565_00_00_00,,1GCS_pxt2tpdJN3JlJOAY16ZVwc4nZ313,Pokémon-Icon_562a
629,0563,デスカーン,,5,00,00,00,,デスカーン,ゴースト,ghost,なし,none,58,50,145,95,105,30,483,ミイラ,,,76.5,pm0566_00_00_00,,1jMwF2XJ2_KBrtFGFAAnOpKB80QY_w1a-,Pokémon-Icon_563
630,0564,プロトーガ,,5,00,00,00,,プロトーガ,みず,water,いわ,rock,54,78,103,53,45,22,355,ハードロック,がんじょう,すいすい,16.5,pm0567_00_00_00,,11PeL3Gv6U2TFrcX2ZEDA0YYH4ns2dT5g,Pokémon-Icon_564
631,0565,アバゴーラ,,5,00,00,00,,アバゴーラ,みず,water,いわ,rock,74,108,133,83,65,32,495,ハードロック,がんじょう,すいすい,81,pm0568_00_00_00,,1T0hafY_u5VX4LMQwEwRSeqHEBlydc_CA,Pokémon-Icon_565
632,0566,アーケン,,5,00,00,00,,アーケン,いわ,rock,ひこう,flying,55,112,45,74,45,70,401,よわき,,,9.5,pm0569_00_00_00,,1OzEVANkqtKVaz3wDd0h5KwUeMRn2ne8N,Pokémon-Icon_566
633,0567,アーケオス,,5,00,00,00,,アーケオス,いわ,rock,ひこう,flying,75,140,65,112,65,110,567,よわき,,,32,pm0570_00_00_00,1SKYcNwyyQotKIOaKwXv0b25I3wV1n7aT,1rjreZkN7LEp8oIptu5Rsd6vJQP5OY2yZ,Pokémon-Icon_567
634,0568,ヤブクロン,,5,00,00,00,,ヤブクロン,どく,poison,なし,none,50,50,62,40,62,65,329,あくしゅう,ねんちゃく,ゆうばく,31,pm0570_00_00_00,1SKYcNwyyQotKIOaKwXv0b25I3wV1n7aT,1QHX8gd59XQBoLCQo5h5Ni3RxcA380BfN,Pokémon-Icon_568
635,0569,ダストダス,,5,00,00,00,,ダストダス,どく,poison,なし,none,80,95,82,60,82,75,474,あくしゅう,くだけるよろい,ゆうばく,107.3,pm0571_00_00_00,1EzqeD8LJdJfFzoUMTAXypGxUqcp0DpZH,1-O_Or2SEd4ruyL6XNH5vUxjYo1BcacJ5,Pokémon-Icon_569
636,0570,ゾロア,原種,5,00,00,00,,ゾロア(原種),あく,dark,なし,none,40,65,40,80,40,65,330,イリュージョン,,,12.5,pm0571_00_00_00,1EzqeD8LJdJfFzoUMTAXypGxUqcp0DpZH,1NdzxSdsHfiH6ToR2VdRjchoSu8794FLu,Pokémon-Icon_570
637,0570,ゾロア,ヒスイのすがた,8.5,00,41,00,a,ゾロア(ヒスイのすがた),あく,dark,なし,none,35,60,40,85,40,70,330,イリュージョン,,,12.5,pm0572_00_00_00,,1bnAQQLKhNRRJXujiouwV9lyzmUNlbzCi,Pokémon-Icon_570a
638,0571,ゾロアーク,原種,5,00,00,00,,ゾロアーク(原種),あく,dark,なし,none,60,105,60,120,60,105,510,イリュージョン,,,81.1,pm0573_00_00_00,,18YfjMWlJF-gxUk1fKBaUi7wW6Ds7LiHh,Pokémon-Icon_571
639,0571,ゾロアーク,ヒスイのすがた,8.5,00,41,00,a,ゾロアーク(ヒスイのすがた),ノーマル,normal,ゴースト,ghost,55,100,60,125,60,110,510,イリュージョン,,,73,pm0574_00_00_00,1ahGFjgpjTviKBix-cr5yO2yVeLZLQWhN,1WiFBaKHehtTv-lu-GsklqFlV1c9N7Kbw,Pokémon-Icon_571a
640,0572,チラーミィ,,5,00,00,00,,チラーミィ,ノーマル,normal,なし,none,55,50,40,40,40,75,300,メロメロボディ,テクニシャン,スキルリンク,5.8,pm0575_00_00_00,1FTcNPTJV4D0_h16J1llGZLaAj3Jedjzx,1wZJW-LP2TvFI44o8a2k6LuhrgCjAk_Sq,Pokémon-Icon_572
641,0573,チラチーノ,,5,00,00,00,,チラチーノ,ノーマル,normal,なし,none,75,95,60,65,60,115,470,メロメロボディ,テクニシャン,スキルリンク,7.5,pm0576_00_00_00,1jJR3U4f1AGifXT_0v3aM6GZnus7pyYss,1MbiTW47IxUh62vVEQQJ8NlBIf2Ua1zK8,Pokémon-Icon_573
642,0574,ゴチム,,5,00,00,00,,ゴチム,エスパー,psychic,なし,none,45,30,50,55,65,45,290,おみとおし,かちき,かげふみ,5.8,pm0577_00_00_00,,1EGR_fRO24nKAJHR5SQMkfDuEsG-q4dZt,Pokémon-Icon_574
643,0575,ゴチミル,,5,00,00,00,,ゴチミル,エスパー,psychic,なし,none,60,45,70,75,85,55,390,おみとおし,かちき,かげふみ,18,pm0578_00_00_00,,1KhlZk40o9gU4qzneNJvnHL4ZD8gd2ty2,Pokémon-Icon_575
644,0576,ゴチルゼル,,5,00,00,00,,ゴチルゼル,エスパー,psychic,なし,none,70,55,95,95,110,65,490,おみとおし,かちき,かげふみ,44,pm0579_00_00_00,,1k_oFWBx9FKI3guoI6771nKkYqcuegdOW,Pokémon-Icon_576
645,0577,ユニラン,,5,00,00,00,,ユニラン,エスパー,psychic,なし,none,45,30,40,105,50,20,290,ぼうじん,マジックガード,さいせいりょく,1,pm0580_00_00_00,,1msRgWyWixJeqksazzA0YdmfkgaMgdFzy,Pokémon-Icon_577
646,0578,ダブラン,,5,00,00,00,,ダブラン,エスパー,psychic,なし,none,65,40,50,125,60,30,370,ぼうじん,マジックガード,さいせいりょく,8,pm0581_00_00_00,,1Japv_QtMEJcWXA0qxTtqtOXWWwYS75S4,Pokémon-Icon_578
647,0579,ランクルス,,5,00,00,00,,ランクルス,エスパー,psychic,なし,none,110,65,75,125,85,30,490,ぼうじん,マジックガード,さいせいりょく,20.1,pm0582_00_00_00,,1QRWbH8JSylLO6G80j1w28bYR9jUKHsPv,Pokémon-Icon_579
648,0580,コアルヒー,,5,00,00,00,,コアルヒー,みず,water,ひこう,flying,62,44,50,44,50,55,305,するどいめ,はとむね,うるおいボディ,5.5,pm0583_00_00_00,,1vk76cXANS_R80XSQ8-BvC9R5Pi4tRODe,Pokémon-Icon_580
649,0581,スワンナ,,5,00,00,00,,スワンナ,みず,water,ひこう,flying,75,87,63,87,63,98,473,するどいめ,はとむね,うるおいボディ,24.2,pm0584_00_00_00,,1g6Djn1f6wyyvTls4ZiGP63xmopxjf5SF,Pokémon-Icon_581
650,0582,バニプッチ,,5,00,00,00,,バニプッチ,こおり,ice,なし,none,36,50,50,65,60,44,305,アイスボディ,ゆきがくれ,くだけるよろい,5.7,pm0585_00_00_00,,1Wh0fF_85LB0FpeNhfy5kGMx2-lL3kTXG,Pokémon-Icon_582
651,0583,バニリッチ,,5,00,00,00,,バニリッチ,こおり,ice,なし,none,51,65,65,80,75,59,395,アイスボディ,ゆきがくれ,くだけるよろい,41,pm0586_00_00_00,,1NLVlwf-rVqKEocMYTRwuKi5Z8c8Olryg,Pokémon-Icon_583
652,0584,バイバニラ,,5,00,00,00,,バイバニラ,こおり,ice,なし,none,71,95,85,110,95,79,535,アイスボディ,ゆきふらし,くだけるよろい,57.5,pm0587_00_00_00,,1atNq6XOSEqOCIcBL-7kd3FMQXaIDW3It,Pokémon-Icon_584
653,0585,シキジカ,,5,00,00,00,,シキジカ,ノーマル,normal,くさ,grass,60,60,50,40,50,75,335,ようりょくそ,そうしょく,てんのめぐみ,19.5,pm0588_00_00_00,,1UUiCwtUCw0f6K8AZqpn9KdIu1b-xKM2p,Pokémon-Icon_585
654,0586,メブキジカ,,5,00,00,00,,メブキジカ,ノーマル,normal,くさ,grass,80,100,70,60,70,95,475,ようりょくそ,そうしょく,てんのめぐみ,92.5,pm0589_00_00_00,,1d8ioyKX9rwLMUPBgY5RQUodhTqUq8QdQ,Pokémon-Icon_586
655,0587,エモンガ,,5,00,00,00,,エモンガ,でんき,electric,ひこう,flying,55,75,60,75,60,103,428,せいでんき,,でんきエンジン,5,pm0590_00_00_00,1xZXL-iGwDqcofVzDGuBF0t3sWwd9HhhE,1RA3E7lMYHCfoBYRrMQLyakRurCB8rdZw,Pokémon-Icon_587
656,0588,カブルモ,,5,00,00,00,,カブルモ,むし,bug,なし,none,50,75,45,40,45,60,315,むしのしらせ,だっぴ,ノーガード,5.9,pm0591_00_00_00,1_TxqVLXTbf-Ubg_9gzTCqtTsuBUTlK4M,17YfNbIqv_ox8gws39gtPIQIbi--XFUkI,Pokémon-Icon_588
657,0589,シュバルゴ,,5,00,00,00,,シュバルゴ,むし,bug,はがね,steel,70,135,105,60,105,20,495,むしのしらせ,シェルアーマー,ぼうじん,33,pm0592_00_00_00,,1GKxnOFcOh3zN43KAbl3_bib3DC3C9hX9,Pokémon-Icon_589
658,0590,タマゲタケ,,5,00,00,00,,タマゲタケ,くさ,grass,どく,poison,69,55,45,55,55,15,294,ほうし,,さいせいりょく,1,pm0593_00_00_00,,1Qz895HtMKr-vVt_pgvAOtL_na6MDQ0WL,Pokémon-Icon_590
659,0591,モロバレル,,5,00,00,00,,モロバレル,くさ,grass,どく,poison,114,85,70,85,80,30,464,ほうし,,さいせいりょく,10.5,pm0594_00_00_00,1ofudfRWCCJKjkdzRfMOOwGYrsgotM5Zl,19PXYoJRZfgvKlbBmcyGmbI8ZrG4zz9yg,Pokémon-Icon_591
660,0592,プルリル,,5,00,00,00,,プルリル,みず,water,ゴースト,ghost,55,40,50,65,85,40,335,ちょすい,のろわれボディ,しめりけ,33,pm0595_00_00_00,,1J22g4BTrpiv42upzl74Cij4dDQX-cuEk,Pokémon-Icon_592
661,0593,ブルンゲル,,5,00,00,00,,ブルンゲル,みず,water,ゴースト,ghost,100,60,70,85,105,60,480,ちょすい,のろわれボディ,しめりけ,135,pm0596_00_00_00,,1Iqhg_-IJGxYiD6V_ZoiBKCpZ3yq9Dlrt,Pokémon-Icon_593
662,0594,ママンボウ,,5,00,00,00,,ママンボウ,みず,water,なし,none,165,75,80,40,45,65,470,いやしのこころ,うるおいボディ,さいせいりょく,31.6,pm0597_00_00_00,,1JQga37-x3HHQS23JXi6EX0hU62Q51Twe,Pokémon-Icon_594
663,0595,バチュル,,5,00,00,00,,バチュル,むし,bug,でんき,electric,50,47,50,57,50,65,319,ふくがん,きんちょうかん,むしのしらせ,0.6,pm0598_00_00_00,,1UAPvL0ALQukjVtM3o9vj1_VlfXYf2k5v,Pokémon-Icon_595
664,0596,デンチュラ,,5,00,00,00,,デンチュラ,むし,bug,でんき,electric,70,77,60,97,60,108,472,ふくがん,きんちょうかん,むしのしらせ,14.3,pm0599_00_00_00,,1hQSuGTmoompBU7xxEB8tmhrhTUSqyXTM,Pokémon-Icon_596
665,0597,テッシード,,5,00,00,00,,テッシード,くさ,grass,はがね,steel,44,50,91,24,86,10,305,てつのトゲ,,,18.8,pm0600_00_00_00,,1qCwhBDGHfSz-75LTm9pxRYBwpjEfNifF,Pokémon-Icon_597
666,0598,ナットレイ,,5,00,00,00,,ナットレイ,くさ,grass,はがね,steel,74,94,131,54,116,20,489,てつのトゲ,,きけんよち,110,pm0601_00_00_00,,1l6NhxeLQDTneZGk-iBvJUslbhuE26fhW,Pokémon-Icon_598
667,0599,ギアル,,5,00,00,00,,ギアル,はがね,steel,なし,none,40,55,70,45,60,30,300,プラス,マイナス,クリアボディ,21,pm0602_00_00_00,1ePYytkVz17GAmWHHjFgndfle_Cv5XyRT,1Q1luzSX4Pd63shG6guWiZseYwGDaybCp,Pokémon-Icon_599
668,0600,ギギアル,,5,00,00,00,,ギギアル,はがね,steel,なし,none,60,80,95,70,85,50,440,プラス,マイナス,クリアボディ,51,pm0603_00_00_00,1WYQiB3-DyHFylMrM9kVrhV6D4lGZIXKE,1-DdbNLWd50-Pw_FvZ0tUnE4XgAtzzidt,Pokémon-Icon_600
669,0601,ギギギアル,,5,00,00,00,,ギギギアル,はがね,steel,なし,none,60,100,115,70,85,90,520,プラス,マイナス,クリアボディ,81,pm0604_00_00_00,1DmV0lbSNh9HoKPsnHT_UxyCpRCuKic1j,18trmLyzoc5I06WXp8vClrcW_hxUeQXx-,Pokémon-Icon_601
670,0602,シビシラス,,5,00,00,00,,シビシラス,でんき,electric,なし,none,35,55,40,45,40,60,275,ふゆう,,,0.3,pm0605_00_00_00,,1yyUmafVOV_jbXON5fKWNu211Pp0WhsYI,Pokémon-Icon_602
671,0603,シビビール,,5,00,00,00,,シビビール,でんき,electric,なし,none,65,85,70,75,70,40,405,ふゆう,,,22,pm0606_00_00_00,,1yNcW3YwVC-BrOVjL7B5mwTFtDxtlav5c,Pokémon-Icon_603
672,0604,シビルドン,,5,00,00,00,,シビルドン,でんき,electric,なし,none,85,115,80,105,80,50,515,ふゆう,,,80.5,pm0607_00_00_00,,1py6GX4qzqLQktnQBsgScVtvFfNHbdakP,Pokémon-Icon_604
673,0605,リグレー,,5,00,00,00,,リグレー,エスパー,psychic,なし,none,55,55,55,85,55,30,335,テレパシー,シンクロ,アナライズ,9,pm0608_00_00_00,,1p5w52yEZYQNBxPcDdVlEheeSQYSBv338,Pokémon-Icon_605
674,0606,オーベム,,5,00,00,00,,オーベム,エスパー,psychic,なし,none,75,75,75,125,95,40,485,テレパシー,シンクロ,アナライズ,34.5,pm0609_00_00_00,,1IayFrJXx-Zu1w9Hrk222Fu3HQlTyRlMf,Pokémon-Icon_606
675,0607,ヒトモシ,,5,00,00,00,,ヒトモシ,ゴースト,ghost,ほのお,fire,50,30,55,65,55,20,275,もらいび,ほのおのからだ,すりぬけ,3.1,pm0610_00_00_00,1Xp5S4WpOgp8lqkz6RZk2LlKGyhUMKpPi,1lGmVohBWb_gAG9-QRwIaC_ptKo5ToVJ5,Pokémon-Icon_607
676,0608,ランプラー,,5,00,00,00,,ランプラー,ゴースト,ghost,ほのお,fire,60,40,60,95,60,55,370,もらいび,ほのおのからだ,すりぬけ,13,pm0611_00_00_00,1YzpqjMg2bZTZ9ZzpPphbL4JIKCXXI_kC,1tPx0yo68BRm4cHUoWbIXyZCq-tq9edWa,Pokémon-Icon_608
677,0609,シャンデラ,,5,00,00,00,,シャンデラ,ゴースト,ghost,ほのお,fire,60,55,90,145,90,80,520,もらいび,ほのおのからだ,すりぬけ,34.3,pm0612_00_00_00,1UEG8_EapBSAwu-I28l_lxo2AN0DGwaYT,18oWsTTjQbCxDYcR08JTafEraFsq35E1C,Pokémon-Icon_609
678,0610,キバゴ,,5,00,00,00,,キバゴ,ドラゴン,dragon,なし,none,46,87,60,30,40,57,320,とうそうしん,かたやぶり,きんちょうかん,18,pm0613_00_00_00,1yRhFN0Oh8GT2iRoThF1wzIQre_IKGLAZ,1F9tcb3t-lZiM9kI2Rbp6S_hWjEVICDVY,Pokémon-Icon_610
679,0611,オノンド,,5,00,00,00,,オノンド,ドラゴン,dragon,なし,none,66,117,70,40,50,67,410,とうそうしん,かたやぶり,きんちょうかん,36,pm0614_00_00_00,1817LhKrldJ64CLIcaw4BP5z2idHttv6W,1d22Z39w_zLECEPW4jk4MJtYK6R32mCwX,Pokémon-Icon_611
680,0612,オノノクス,,5,00,00,00,,オノノクス,ドラゴン,dragon,なし,none,76,147,90,60,70,97,540,とうそうしん,かたやぶり,きんちょうかん,105.5,pm0615_00_00_00,1jUKAblWHf2IvSXS_TOZwT1b7ShTHRK8w,1nHUF93fbs5cz3ynI18sHkgNb702MTViJ,Pokémon-Icon_612
681,0613,クマシュン,,5,00,00,00,,クマシュン,こおり,ice,なし,none,55,70,40,60,40,40,305,ゆきがくれ,ゆきかき,びびり,8.5,pm0616_00_00_00,,1OLi2qHtXnx2DQUaDy27iTZTogJO27T_w,Pokémon-Icon_613
682,0614,ツンベアー,,5,00,00,00,,ツンベアー,こおり,ice,なし,none,95,130,80,70,80,50,505,ゆきがくれ,ゆきかき,すいすい,260,pm0617_00_00_00,,1sQVTo68onELyK7Sq6s5oklUR5S5qm9aC,Pokémon-Icon_614
683,0615,フリージオ,,5,00,00,00,,フリージオ,こおり,ice,なし,none,80,50,50,95,135,105,515,ふゆう,,,148,pm0618_00_00_00,,1o-CjL9UhXxF0gqs-34axxaKOI-76yJ4J,Pokémon-Icon_615
684,0616,チョボマキ,,5,00,00,00,,チョボマキ,むし,bug,なし,none,50,40,85,40,65,25,305,うるおいボディ,シェルアーマー,ぼうじん,7.7,pm0618_00_31_00,,1ygjWvh3EO578qaUp8egyWMxSkUJRhC7j,Pokémon-Icon_616
685,0617,アギルダー,,5,00,00,00,,アギルダー,むし,bug,なし,none,80,70,40,100,60,145,495,うるおいボディ,ねんちゃく,かるわざ,25.3,pm0619_00_00_00,,1e0xORvs6cpPLvXJ4msyu-esQKz2q6YBZ,Pokémon-Icon_617
686,0618,マッギョ,原種,5,00,00,00,,マッギョ(原種),じめん,ground,でんき,electric,109,66,84,81,99,32,471,せいでんき,じゅうなん,すながくれ,11,pm0620_00_00_00,,14GbSzl5MlZtVGVy7cv0JejnSdT_NsrF6,Pokémon-Icon_618
687,0618,マッギョ,ガラルのすがた,8,00,31,00,a,マッギョ(ガラルのすがた),じめん,ground,はがね,steel,109,81,99,66,84,32,471,ぎたい,,,20.5,pm0621_00_00_00,,1xBiGfn6KP8KsXrwCxZFaD8xeNPWe2ckZ,Pokémon-Icon_618a
688,0619,コジョフー,,5,00,00,00,,コジョフー,かくとう,fighting,なし,none,45,85,50,55,50,65,350,せいしんりょく,さいせいりょく,すてみ,20,pm0622_00_00_00,,1R_QsMYTui5c8VGyUCdEM-R0HlUelbUbw,Pokémon-Icon_619
689,0620,コジョンド,,5,00,00,00,,コジョンド,かくとう,fighting,なし,none,65,125,60,95,60,105,510,せいしんりょく,さいせいりょく,すてみ,35.5,pm0623_00_00_00,,12ocpjDx6xdEMPDDDpGIb-b0p9-Q0w2ZH,Pokémon-Icon_620
690,0621,クリムガン,,5,00,00,00,,クリムガン,ドラゴン,dragon,なし,none,77,120,90,60,90,48,485,さめはだ,ちからずく,かたやぶり,139,pm0624_00_00_00,1dVuzXKGjeP-VixvwbQcKnSKzrKHHUtC4,1kXp9lCFY8Y7IXQMPeC5PiypqhM8SBIBO,Pokémon-Icon_621
691,0622,ゴビット,,5,00,00,00,,ゴビット,じめん,ground,ゴースト,ghost,59,74,50,35,50,35,303,てつのこぶし,ぶきよう,ノーガード,92,pm0625_00_00_00,14okIJEZMb6TUeafAV8yE2lndfySzMc2G,14a5yCHRDmVEsUN0BIBl3vAua27wE8G-7,Pokémon-Icon_622
692,0623,ゴルーグ,,5,00,00,00,,ゴルーグ,じめん,ground,ゴースト,ghost,89,124,80,55,80,55,483,てつのこぶし,ぶきよう,ノーガード,330,pm0626_00_00_00,,1gJYRS4DDwA4z4hA2p3NT9NsbzKDHDk9O,Pokémon-Icon_623
693,0624,コマタナ,,5,00,00,00,,コマタナ,あく,dark,はがね,steel,45,85,70,40,40,60,340,まけんき,せいしんりょく,プレッシャー,10.2,pm0627_00_00_00,1xBSlHgoPCSRNmZMtlipCw8Nz1dJeE30m,1cBBzisCJBUrA-eW4J7SqwXkFtdX-kaM0,Pokémon-Icon_624
694,0625,キリキザン,,5,00,00,00,,キリキザン,あく,dark,はがね,steel,65,125,100,60,70,70,490,まけんき,せいしんりょく,プレッシャー,70,pm0628_00_00_00,1_QhKl_1kn-cNSG_Zus8A0NrZH-iHPQNz,1swB4tOUUJj_PtCvE045PDMb-FLnB7W12,Pokémon-Icon_625
695,0626,バッフロン,,5,00,00,00,,バッフロン,ノーマル,normal,なし,none,95,110,95,40,95,55,490,すてみ,そうしょく,ぼうおん,94.6,pm0628_00_00_00,1_QhKl_1kn-cNSG_Zus8A0NrZH-iHPQNz,1t1rXBSqyUfmX4J6B6IxbmZ_PiNSIfV49,Pokémon-Icon_626
696,0627,ワシボン,,5,00,00,00,,ワシボン,ノーマル,normal,ひこう,flying,70,83,50,37,50,60,350,するどいめ,ちからずく,はりきり,10.5,pm0629_00_00_00,,1AO51tp3tZvy6u7z5VO0odyh7yQ20dst-,Pokémon-Icon_627
697,0628,ウォーグル,原種,5,00,00,00,,ウォーグル(原種),ノーマル,normal,ひこう,flying,100,123,75,57,75,80,510,するどいめ,ちからずく,まけんき,41,pm0630_00_00_00,,1J_Q6RFMyVoaqsxWw4Ks7i43GSbKujfIU,Pokémon-Icon_628
698,0628,ウォーグル,ヒスイのすがた,8.5,00,41,00,a,ウォーグル(ヒスイのすがた),エスパー,psychic,ひこう,flying,110,83,70,112,70,65,510,するどいめ,ちからずく,いろめがね,43.4,pm0631_00_00_00,,1oiEOrsaJr9k_uQ9b-5KLRI175_xKv4BZ,Pokémon-Icon_628a
699,0629,バルチャイ,,5,00,00,00,,バルチャイ,あく,dark,ひこう,flying,70,55,75,45,65,60,370,はとむね,ぼうじん,くだけるよろい,9,pm0632_00_00_00,,1jWONu6K0lDKI4SJdJqgty1oSE11idAty,Pokémon-Icon_629
700,0630,バルジーナ,,5,00,00,00,,バルジーナ,あく,dark,ひこう,flying,110,65,105,55,95,80,510,はとむね,ぼうじん,くだけるよろい,39.5,pm0633_00_00_00,1fGwuQmNTjoMR-4q2BhTjBdoPMhisM6gj,1hkJz2Wf97p6gUf6Q-_Ntjiwt2NywL_T4,Pokémon-Icon_630
701,0631,クイタラン,,5,00,00,00,,クイタラン,ほのお,fire,なし,none,85,97,66,105,66,65,484,くいしんぼう,もらいび,しろいけむり,58,pm0634_00_00_00,1Vj7Z4P2FgmQO3xxy4dCnfj03IUQGKO5x,1EY_EefDBHVCmNEXgxzq6QcZagf860rnn,Pokémon-Icon_631
702,0632,アイアント,,5,00,00,00,,アイアント,むし,bug,はがね,steel,58,109,112,48,48,109,484,むしのしらせ,はりきり,なまけ,33,pm0635_00_00_00,15lAJuTUvCg8iXt6kbmllESM3nHO4sUl4,1I-QEO0RuR3psF_yy6eRhZYJFbZ3rY8vn,Pokémon-Icon_632
703,0633,モノズ,,5,00,00,00,,モノズ,あく,dark,ドラゴン,dragon,52,65,50,45,50,38,300,はりきり,,,17.3,pm0636_00_00_00,1WyrH0Ib51r-yauUJMaIrBU06COHC90EB,1Bjau4gO8d82Twr9FkB4S7VQBuh2C70qe,Pokémon-Icon_633
704,0634,ジヘッド,,5,00,00,00,,ジヘッド,あく,dark,ドラゴン,dragon,72,85,70,65,70,58,420,はりきり,,,50,pm0637_00_00_00,1hmW1DBsRYDJmDrQWpXryiOU4pjmWkshW,1ynT0f2beNLTeihKD-8UafQ93Dnz-vqAT,Pokémon-Icon_634
705,0635,サザンドラ,,5,00,00,00,,サザンドラ,あく,dark,ドラゴン,dragon,92,105,90,125,90,98,600,ふゆう,,,160,pm0638_00_00_00,,1iR7aIYtfybFVDbG7g1NFESKxvJBMeSYY,Pokémon-Icon_635
706,0636,メラルバ,,5,00,00,00,,メラルバ,むし,bug,ほのお,fire,55,85,55,50,55,60,360,ほのおのからだ,,むしのしらせ,28.8,pm0639_00_00_00,,1YZGZVfbpopp9wOLQPxfngHkgrowLDeZF,Pokémon-Icon_636
707,0637,ウルガモス,,5,00,00,00,,ウルガモス,むし,bug,ほのお,fire,85,60,65,135,105,100,550,ほのおのからだ,,むしのしらせ,46,pm0640_00_00_00,,1KEGO1RXmRg2rA9VwvwzJXhbKmmH9ihP2,Pokémon-Icon_637
