名前,ID,育て方,ブースト,種族値,ランク,実数値,D,C,B,A,ブイズ,DLC,碧の仮面,藍の円盤,キタカミプロローグ
ギモー,964,準速,,70,0,122,O,O,O,O,X,X,X,X,O
イシヘンジン,978,準速,,70,0,122,O,O,O,O,X,X,X,X,X
ドロンチ,992,無振,,102,0,122,O,O,O,O,X,X,X,X,X
カイデン,1060,準速,,70,0,122,O,O,O,O,X,X,X,X,X
ノノクラゲ,1068,準速,,70,0,122,O,O,O,O,X,X,X,X,O
ミガルーサ,1097,準速,,70,0,122,O,O,O,O,X,X,X,X,X
チオンジェン,1126,準速,,70,0,122,O,O,X,X,X,X,X,X,X
フーパ(いましめられしフーパ),811,準速,,70,0,122,X,X,X,X,X,X,X,X,X
ボルケニオン,813,準速,,70,0,122,X,X,X,X,X,X,X,X,X
ニョロボン,75,準速,,70,0,122,X,X,X,X,X,O,X,O,O
ウツボット,84,準速,,70,0,122,X,X,X,X,X,O,X,O,O
メノクラゲ,85,準速,,70,0,122,X,X,X,X,X,O,X,O,O
ジュゴン,108,準速,,70,0,122,X,X,X,X,X,O,O,X,X
ヨルノズク,200,準速,,70,0,122,X,X,X,X,X,O,X,O,O
ニョロトノ,222,準速,,70,0,122,X,X,X,X,X,O,X,O,O
エアームド,268,準速,,70,0,122,X,X,X,X,X,O,O,X,X
カポエラー,278,準速,,70,0,122,X,X,X,X,X,O,O,X,X
キモリ,293,準速,,70,0,122,X,X,X,X,X,O,O,X,X
グラエナ,303,準速,,70,0,122,X,X,X,X,X,O,X,O,O
ルンパッパ,315,準速,,70,0,122,X,X,X,X,X,O,X,O,O
ビブラーバ,372,準速,,70,0,122,X,X,X,X,X,O,O,X,X
メタグロス,419,準速,,70,0,122,X,X,X,X,X,O,O,X,X
ニャビー,818,準速,,70,0,122,X,X,X,X,X,O,O,X,X
ヤバソチャ,1140,準速,,70,0,122,O,X,X,X,X,O,X,O,O
サンダース,167,最遅,,130,0,121,O,O,O,O,O,X,X,X,X
ジヘッド,704,最速,,58,0,121,O,O,O,O,X,X,X,X,X
ボルトロス(れいじゅうフォルム),714,無振,,101,0,121,O,X,X,X,X,X,X,X,X
ランドロス(けしんフォルム),717,無振,,101,0,121,O,X,X,X,X,X,X,X,X
コフーライ,743,準速,スカーフ,29,0,121,O,O,O,O,X,X,X,X,X
デデンネ,782,無振,,101,0,121,O,O,O,O,X,X,X,X,X
ヒバニー,916,準速,,69,0,121,O,X,X,X,X,X,X,X,X
ブリムオン,962,準速,スカーフ,29,0,121,O,O,O,O,X,X,X,X,O
コオリッポ(ナイスフェイス),980,最遅,,130,0,121,O,O,O,O,X,X,X,X,X
レイスポス,1007,最遅,,130,0,121,O,X,X,X,X,X,X,X,X
カヌチャン,1077,最速,,58,0,121,O,O,O,O,X,X,X,X,X
スナノケガワ,1113,無振,,101,0,121,O,O,O,O,X,X,X,X,X
ミュウツー,185,最遅,,130,0,121,X,X,X,X,X,X,X,X,X
ムゲンダイナ(通常),998,最遅,,130,0,121,X,X,X,X,X,X,X,X,X
カメール,7,最速,,58,0,121,X,X,X,X,X,O,O,X,X
アリゲイツ,195,最速,,58,0,121,X,X,X,X,X,O,O,X,X
ズガイドス,454,最速,,58,0,121,X,X,X,X,X,O,O,X,X
ラムパルド,455,最速,,58,0,121,X,X,X,X,X,O,O,X,X
ズルズキン,625,最速,,58,0,121,X,X,X,X,X,O,X,X,X
リザードン,5,無振,,100,0,120,O,X,X,X,X,X,X,X,X
ビリリダマ(原種),123,無振,,100,0,120,O,O,O,O,X,X,X,X,X
ビリリダマ(ヒスイのすがた),124,無振,,100,0,120,O,X,X,X,X,X,X,X,X
ケンタロス(パルデアのすがた単),158,無振,,100,0,120,O,O,O,O,X,X,X,X,X
ケンタロス(パルデアのすがた炎),159,無振,,100,0,120,O,O,O,O,X,X,X,X,X
ケンタロス(パルデアのすがた水),160,無振,,100,0,120,O,O,O,O,X,X,X,X,X
サンダー(ガラルのすがた),179,無振,,100,0,120,O,X,X,X,X,X,X,X,X
サンダー(原種),178,無振,,100,0,120,O,X,X,X,X,X,X,X,X
バクフーン(原種),192,無振,,100,0,120,O,X,X,X,X,X,X,X,X
ケッキング,332,無振,,100,0,120,O,O,O,O,X,X,X,X,X
ボーマンダ,416,無振,,100,0,120,O,O,O,O,X,X,X,X,X
ムクホーク,444,無振,,100,0,120,O,O,O,O,X,X,X,X,O
ウルガモス,707,無振,,100,0,120,O,O,O,O,X,X,X,X,X
ゴーゴート,751,準速,,68,0,120,O,O,O,O,X,X,X,X,X
カチコール,800,準速,スカーフ,28,0,120,O,O,O,O,X,X,X,X,X
クレベース(原種),801,準速,スカーフ,28,0,120,O,O,O,O,X,X,X,X,X
リククラゲ,1069,無振,,100,0,120,O,O,O,O,X,X,X,X,O
イルカマン(ナイーブフォルム),1084,無振,,100,0,120,O,O,O,O,X,X,X,X,X
イルカマン(マイティフォルム),1085,無振,,100,0,120,O,O,O,O,X,X,X,X,X
ハカドッグ,1093,準速,,68,0,120,O,O,O,O,X,X,X,X,X
イーユイ,1129,無振,,100,0,120,O,O,X,X,X,X,X,X,X
ミュウ,186,無振,,100,0,120,X,X,X,X,X,X,X,X,X
パルキア(通常),538,無振,,100,0,120,X,X,X,X,X,X,X,X,X
キュウコン(原種),43,無振,,100,0,120,X,X,X,X,X,O,X,O,O
ドククラゲ,86,無振,,100,0,120,X,X,X,X,X,O,X,O,O
フライゴン,373,無振,,100,0,120,X,X,X,X,X,O,O,X,X
シェイミ(ランドフォルム),549,無振,,100,0,120,X,X,X,X,X,O,O,X,X
モグリュー,587,準速,,68,0,120,X,X,X,X,X,O,X,X,X
ニャスパー,755,準速,,68,0,120,X,X,X,X,X,O,O,X,X
キュワワー,863,無振,,100,0,120,X,X,X,X,X,O,X,X,X
スリーパー,120,準速,,67,0,119,O,O,O,O,X,X,X,X,X
キバゴ,678,最速,,57,0,119,O,O,O,O,X,X,X,X,X
オノンド,679,準速,,67,0,119,O,O,O,O,X,X,X,X,X
ハリボーグ,728,最速,,57,0,119,O,X,X,X,X,X,X,X,X
ココガラ,924,最速,,57,0,119,O,O,O,O,X,X,X,X,X
アーマーガア,926,準速,,67,0,119,O,O,O,O,X,X,X,X,X
メロエッタ(ステップフォルム),724,最遅,,128,0,119,X,X,X,X,X,X,X,X,X
ザマゼンタ(たてのおう),996,最遅,,128,0,119,X,X,X,X,X,X,X,X,X
チョンチー,206,準速,,67,0,119,X,X,X,X,X,O,X,X,X
ランターン,207,準速,,67,0,119,X,X,X,X,X,O,X,X,X
キチキギス,1143,無振,,99,0,119,O,X,X,X,X,O,X,X,O
プリン,45,最速,スカーフ,20,0,118,O,O,O,O,X,X,X,X,X
ルリリ,341,最速,スカーフ,20,0,118,O,O,O,O,X,X,X,X,X
コータス,367,最速,スカーフ,20,0,118,O,O,O,O,X,X,X,X,X
ケイコウオ,504,準速,,66,0,118,O,O,O,O,X,X,X,X,X
バスラオ(あかすじ),610,無振,,98,0,118,O,O,O,O,X,X,X,X,O
バスラオ(あおすじ),609,無振,,98,0,118,O,O,O,O,X,X,X,X,O
バスラオ(しろすじ),611,無振,,98,0,118,O,X,X,X,X,X,X,X,O
サザンドラ,705,無振,,98,0,118,O,O,O,O,X,X,X,X,X
ヨクバリス,923,最速,スカーフ,20,0,118,O,O,O,O,X,X,X,X,O
カジッチュ,943,最速,スカーフ,20,0,118,O,O,O,O,X,X,X,X,O
サシカマス,949,準速,,66,0,118,O,O,O,O,X,X,X,X,O
ユキハミ,976,最速,スカーフ,20,0,118,O,O,O,O,X,X,X,X,X
ラウドボーン,1026,準速,,66,0,118,O,O,O,O,X,X,X,X,X
タマンチュラ,1033,最速,スカーフ,20,0,118,O,O,O,O,X,X,X,X,X
ドオー,1103,最速,スカーフ,20,0,118,O,O,O,O,X,X,X,X,O
イシツブテ(原種),87,最速,スカーフ,20,0,118,X,X,X,X,X,O,X,O,O
イシツブテ(アローラのすがた),88,最速,スカーフ,20,0,118,X,X,X,X,X,O,X,O,O
オタチ,197,最速,スカーフ,20,0,118,X,X,X,X,X,O,X,O,O
マグマッグ,258,最速,スカーフ,20,0,118,X,X,X,X,X,O,X,O,O
ドダイトス,435,最速,,56,0,118,X,X,X,X,X,O,O,X,X
シェイミ(スカイフォルム),548,最遅,,127,0,118,X,X,X,X,X,O,O,X,X
モンメン,604,準速,,66,0,118,X,X,X,X,X,O,O,X,X
ユニラン,645,最速,スカーフ,20,0,118,X,X,X,X,X,O,O,X,X
スワンナ,649,無振,,98,0,118,X,X,X,X,X,O,X,O,O
タマンチュラ,1033,最速,スカーフ,20,0,118,X,X,X,X,X,O,X,X,X
ヒトモシ,675,最速,スカーフ,20,0,118,X,X,X,X,X,O,X,O,O
オーロット,791,最速,,56,0,118,X,X,X,X,X,O,X,O,O
シズクモ,850,準速,スカーフ,27,0,118,X,X,X,X,X,O,X,X,X
ヒトカゲ,3,準速,,65,0,117,O,X,X,X,X,X,X,X,X
コダック,65,最速,,55,0,117,O,O,O,O,X,X,X,X,X
ガーディ(ヒスイのすがた),70,最速,,55,0,117,O,X,X,X,X,X,X,X,O
イーブイ,165,最速,,55,0,117,O,O,O,O,O,X,X,X,X
シャワーズ,166,準速,,65,0,117,O,O,O,O,O,X,X,X,X
ブースター,168,準速,,65,0,117,O,O,O,O,O,X,X,X,X
ヒノアラシ,190,準速,,65,0,117,O,X,X,X,X,X,X,X,X
デンリュウ,217,最速,,55,0,117,O,O,O,O,X,X,X,X,X
ブラッキー,234,準速,,65,0,117,O,O,O,O,O,X,X,X,X
ハッサム,251,準速,,65,0,117,O,O,O,O,X,X,X,X,X
リングマ,257,最速,,55,0,117,O,O,O,O,X,X,X,X,X
デルビル,269,準速,,65,0,117,O,O,O,O,X,X,X,X,O
ハピナス,283,最速,,55,0,117,O,O,O,O,X,X,X,X,X
ペリッパー,322,準速,,65,0,117,O,O,O,O,X,X,X,X,X
アメタマ,326,準速,,65,0,117,O,O,O,O,X,X,X,X,O
マルノーム,360,最速,,55,0,117,O,O,O,O,X,X,X,X,X
ノクタス,375,最速,,55,0,117,O,O,O,O,X,X,X,X,X
ハブネーク,379,準速,,65,0,117,O,O,O,O,X,X,X,X,X
ジュペッタ,397,準速,,65,0,117,O,O,O,O,X,X,X,X,X
ラブカス,413,無振,,97,0,117,O,O,O,O,X,X,X,X,X
コロトック,448,準速,,65,0,117,O,O,O,O,X,X,X,X,O
マニューラ,509,最遅,,125,0,117,O,O,O,O,X,X,X,X,O
グレイシア,519,準速,,65,0,117,O,O,O,O,O,X,X,X,X
メグロコ,612,準速,,65,0,117,O,O,O,O,X,X,X,X,X
ゾロア(原種),636,準速,,65,0,117,O,O,O,O,X,X,X,X,X
ゴチミル,643,最速,,55,0,117,O,O,O,O,X,X,X,X,X
ゴチルゼル,644,準速,,65,0,117,O,O,O,O,X,X,X,X,X
ママンボウ,662,準速,,65,0,117,O,O,O,O,X,X,X,X,X
オノノクス,680,無振,,97,0,117,O,O,O,O,X,X,X,X,X
ウォーグル(ヒスイのすがた),698,準速,,65,0,117,O,X,X,X,X,X,X,X,X
ゲコガシラ,734,無振,,97,0,117,O,X,X,X,X,X,X,X,X
ファイアロー,741,最遅,,126,0,117,O,O,O,O,X,X,X,X,X
オンバット,803,最速,,55,0,117,O,O,O,O,X,X,X,X,O
ネッコアラ,875,準速,,65,0,117,O,O,O,O,X,X,X,X,X
サルノリ,913,準速,,65,0,117,O,X,X,X,X,X,X,X,X
モスノウ,977,準速,,65,0,117,O,O,O,O,X,X,X,X,X
ウーラオス(いちげきのかた),1001,無振,,97,0,117,O,X,X,X,X,X,X,X,X
アヤシシ,1011,準速,,65,0,117,O,X,X,X,X,X,X,X,O
ニャオハ,1021,準速,,65,0,117,O,O,O,O,X,X,X,X,X
ウェルカモ,1028,準速,,65,0,117,O,O,O,O,X,X,X,X,X
パフュートン(オスのすがた),1031,準速,,65,0,117,O,O,O,O,X,X,X,X,X
パフュートン(メスのすがた),1032,準速,,65,0,117,O,O,O,O,X,X,X,X,X
パピモッチ,1043,準速,,65,0,117,O,O,O,O,X,X,X,X,X
タイカイデン,1061,最遅,,125,0,117,O,O,O,O,X,X,X,X,X
ミミズズ,1089,準速,,65,0,117,O,O,O,O,X,X,X,X,O
ノココッチ(ふたふしフォルム),1105,最速,,55,0,117,O,O,O,O,X,X,X,X,O
アラブルタケ,1110,最速,,55,0,117,O,O,O,O,X,X,X,X,X
セビエ,1120,最速,,55,0,117,O,O,O,O,X,X,X,X,X
マギアナ,904,準速,,65,0,117,X,X,X,X,X,X,X,X,X
アーボ,24,最速,,55,0,117,X,X,X,X,X,O,X,O,O
サンドパン(原種),31,準速,,65,0,117,X,X,X,X,X,O,X,O,O
サンドパン(アローラのすがた),32,準速,,65,0,117,X,X,X,X,X,O,X,O,O
ロコン(原種),41,準速,,65,0,117,X,X,X,X,X,O,X,O,O
ロコン(アローラのすがた),42,準速,,65,0,117,X,X,X,X,X,O,X,O,O
ウツドン,83,最速,,55,0,117,X,X,X,X,X,O,X,O,O
ナッシー(原種),128,最速,,55,0,117,X,X,X,X,X,O,O,X,X
ワカシャモ,297,最速,,55,0,117,X,X,X,X,X,O,O,X,X
シザリガー,385,最速,,55,0,117,X,X,X,X,X,O,X,O,O
チリーン,401,準速,,65,0,117,X,X,X,X,X,O,X,O,O
チャオブー,556,最速,,55,0,117,X,X,X,X,X,O,O,X,X
エンブオー,557,準速,,65,0,117,X,X,X,X,X,O,O,X,X
コアルヒー,648,最速,,55,0,117,X,X,X,X,X,O,X,O,O
ランプラー,676,最速,,55,0,117,X,X,X,X,X,O,X,O,O
コジョフー,688,準速,,65,0,117,X,X,X,X,X,O,X,O,O
ゴルーグ,692,最速,,55,0,117,X,X,X,X,X,O,O,X,X
ツツケラ,824,準速,,65,0,117,X,X,X,X,X,O,O,X,X
ジャランゴ,883,準速,,65,0,117,X,X,X,X,X,O,X,O,O
モルペコ,983,無振,,97,0,117,X,X,X,X,X,O,X,O,O
ブリガロン,729,準速,,64,0,116,O,X,X,X,X,X,X,X,X
ミミッキュ,878,無振,,96,0,116,O,O,O,O,X,X,X,X,O
アブリボン,839,最遅,,124,0,116,X,X,X,X,X,O,X,O,O
マホイップ,973,準速,,64,0,116,X,X,X,X,X,O,O,X,X
ディグダ(原種),56,無振,,95,0,115,O,O,O,O,X,X,X,X,X
オコリザル,68,無振,,95,0,115,O,O,O,O,X,X,X,X,O
ウインディ(原種),71,無振,,95,0,115,O,O,O,O,X,X,X,X,O
ベトベター(原種),109,準速,スカーフ,25,0,115,O,O,O,O,X,X,X,X,X
ベトベター(アローラのすがた),110,準速,スカーフ,25,0,115,O,X,X,X,X,X,X,X,X
ゴースト,116,無振,,95,0,115,O,O,O,O,X,X,X,X,O
フリーザー(ガラルのすがた),177,無振,,95,0,115,O,X,X,X,X,X,X,X,X
バクフーン(ヒスイのすがた),193,無振,,95,0,115,O,X,X,X,X,X,X,X,X
ヘルガー,270,無振,,95,0,115,O,O,O,O,X,X,X,X,O
マクノシタ,339,準速,スカーフ,25,0,115,O,O,O,O,X,X,X,X,X
コロボーシ,447,準速,スカーフ,25,0,115,O,O,O,O,X,X,X,X,O
パチリス,465,無振,,95,0,115,O,O,O,O,X,X,X,X,O
リーフィア,518,無振,,95,0,115,O,O,O,O,O,X,X,X,X
ユクシー,533,無振,,95,0,115,O,X,X,X,X,X,X,X,X
メブキジカ,654,無振,,95,0,115,O,O,O,O,X,X,X,X,X
オンバーン,804,最遅,,123,0,115,O,O,O,O,X,X,X,X,O
マケンカニ,832,準速,,63,0,115,O,O,O,O,X,X,X,X,X
ホシガリス,922,準速,スカーフ,25,0,115,O,O,O,O,X,X,X,X,O
イエッサン(オスのすがた),981,無振,,95,0,115,O,O,O,O,X,X,X,X,O
マスカーニャ,1023,最遅,,123,0,115,O,O,O,O,X,X,X,X,X
バウッツェル,1044,無振,,95,0,115,O,O,O,O,X,X,X,X,X
コジオ,1052,準速,スカーフ,25,0,115,O,O,O,O,X,X,X,X,X
ウミディグダ,1080,無振,,95,0,115,O,O,O,O,X,X,X,X,X
レックウザ,427,無振,,95,0,115,X,X,X,X,X,X,X,X,X
サイホーン,139,準速,スカーフ,25,0,115,X,X,X,X,X,O,O,X,X
ヤンヤンマ,229,無振,,95,0,115,X,X,X,X,X,O,X,O,O
エレキッド,280,無振,,95,0,115,X,X,X,X,X,O,X,X,X
ジュプトル,294,無振,,95,0,115,X,X,X,X,X,O,O,X,X
プラスル,354,無振,,95,0,115,X,X,X,X,X,O,X,X,X
マイナン,355,無振,,95,0,115,X,X,X,X,X,O,X,X,X
ヨマワル,398,準速,スカーフ,25,0,115,X,X,X,X,X,O,X,O,O
サマヨール,399,準速,スカーフ,25,0,115,X,X,X,X,X,O,X,O,O
エレキブル,514,無振,,95,0,115,X,X,X,X,X,O,X,X,X
メガヤンマ,517,無振,,95,0,115,X,X,X,X,X,O,X,O,O
グライオン,520,無振,,95,0,115,X,X,X,X,X,O,X,O,O
ツタージャ,552,準速,,63,0,115,X,X,X,X,X,O,O,X,X
ゲッコウガ(通常),735,最遅,,122,0,114,O,X,X,X,X,X,X,X,X
ヤヤコマ,739,準速,,62,0,114,O,O,O,O,X,X,X,X,X
フラエッテ,748,最速,,52,0,114,O,O,O,O,X,X,X,X,X
メェークル,750,最速,,52,0,114,O,O,O,O,X,X,X,X,X
フクスロー,815,最速,,52,0,114,O,X,X,X,X,X,X,X,X
アママイコ,861,準速,,62,0,114,O,O,O,O,X,X,X,X,X
ラビフット,917,無振,,94,0,114,O,X,X,X,X,X,X,X,X
デカヌチャン,1079,無振,,94,0,114,O,O,O,O,X,X,X,X,X
セゴール,1121,準速,,62,0,114,O,O,O,O,X,X,X,X,X
ガチグマ(あかつき),1014,最速,,52,0,114,X,X,X,X,X,O,X,X,O
サナギラス,288,最速,,51,0,113,O,O,O,O,X,X,X,X,X
バンギラス,289,準速,,61,0,113,O,O,O,O,X,X,X,X,X
トロピウス,400,最速,,51,0,113,O,O,O,O,X,X,X,X,X
トルネロス(れいじゅうフォルム),712,最遅,,121,0,113,O,X,X,X,X,X,X,X,X
オドリドリ(めらめらスタイル),837,無振,,93,0,113,O,O,O,O,X,X,X,X,O
オドリドリ(ぱちぱちスタイル),834,無振,,93,0,113,O,O,O,O,X,X,X,X,O
オドリドリ(ふらふらスタイル),835,無振,,93,0,113,O,O,O,O,X,X,X,X,O
オドリドリ(まいまいスタイル),836,無振,,93,0,113,O,O,O,O,X,X,X,X,O
オラチフ,1062,最速,,51,0,113,O,O,O,O,X,X,X,X,X
モトトカゲ,1088,最遅,,121,0,113,O,O,O,O,X,X,X,X,X
ブーバー,155,無振,,93,0,113,X,X,X,X,X,O,O,X,X
ヒコザル,436,準速,,61,0,113,X,X,X,X,X,O,O,X,X
ダグトリオ(原種),58,最遅,,120,0,112,O,O,O,O,X,X,X,X,X
ガーディ(原種),69,準速,,60,0,112,O,O,O,O,X,X,X,X,O
ベトベトン(原種),111,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ベトベトン(アローラのすがた),112,最速,,50,0,112,O,X,X,X,X,X,X,X,X
ラッキー,141,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ミニリュウ,182,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ピチュー,208,準速,,60,0,112,O,O,O,O,X,X,X,X,O
マリルリ,220,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ハネッコ,223,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ドンファン,273,最速,,50,0,112,O,O,O,O,X,X,X,X,X
キルリア,324,最速,,50,0,112,O,O,O,O,X,X,X,X,O
ハリテヤマ,340,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ヤミラミ,345,最速,,50,0,112,O,O,O,O,X,X,X,X,X
アサナン,350,準速,,60,0,112,O,O,O,O,X,X,X,X,X
バネブー,368,準速,,60,0,112,O,O,O,O,X,X,X,X,O
チルット,376,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ドジョッチ,382,準速,,60,0,112,O,O,O,O,X,X,X,X,O
ナマズン,383,準速,,60,0,112,O,O,O,O,X,X,X,X,O
ユキワラシ,404,最速,,50,0,112,O,O,O,O,X,X,X,X,O
タツベイ,414,最速,,50,0,112,O,O,O,O,X,X,X,X,X
コモルー,415,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ムックル,442,準速,,60,0,112,O,O,O,O,X,X,X,X,O
ルクシオ,450,準速,,60,0,112,O,O,O,O,X,X,X,X,O
ドーミラー,484,準速,スカーフ,23,0,112,O,O,O,O,X,X,X,X,O
リオル,495,準速,,60,0,112,O,O,O,O,X,X,X,X,O
グレッグル,501,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ユキノオー,508,準速,,60,0,112,O,O,O,O,X,X,X,X,X
ジバコイル,510,準速,,60,0,112,O,O,O,O,X,X,X,X,X
フタチマル,559,準速,,60,0,112,O,X,X,X,X,X,X,X,X
ワルビアル,614,無振,,92,0,112,O,O,O,O,X,X,X,X,X
シビシラス,670,準速,,60,0,112,O,O,O,O,X,X,X,X,O
シビルドン,672,最速,,50,0,112,O,O,O,O,X,X,X,X,O
ツンベアー,682,最速,,50,0,112,O,O,O,O,X,X,X,X,X
コマタナ,693,準速,,60,0,112,O,O,O,O,X,X,X,X,O
ワシボン,696,準速,,60,0,112,O,O,O,O,X,X,X,X,X
メラルバ,706,準速,,60,0,112,O,O,O,O,X,X,X,X,X
フォッコ,730,準速,,60,0,112,O,X,X,X,X,X,X,X,X
ニンフィア,780,準速,,60,0,112,O,O,O,O,O,X,X,X,X
メレシー,783,最速,,50,0,112,O,X,X,X,X,X,X,X,O
ヌメイル(原種),785,準速,,60,0,112,O,O,O,O,X,X,X,X,X
ヌメルゴン(ヒスイのすがた),788,準速,,60,0,112,O,X,X,X,X,X,X,X,X
ジュナイパー(ヒスイのすがた),817,準速,,60,0,112,O,X,X,X,X,X,X,X,X
イワンコ,840,準速,,60,0,112,O,O,O,O,X,X,X,X,O
ヤレユータン,864,準速,,60,0,112,O,O,O,O,X,X,X,X,X
ハギギシリ,879,無振,,92,0,112,O,O,O,O,X,X,X,X,X
インテレオン,921,最遅,,120,0,112,O,X,X,X,X,X,X,X,X
トロッゴン,941,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ヤバチャ,958,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ベロバー,963,最速,,50,0,112,O,O,O,O,X,X,X,X,O
オーロンゲ,965,準速,,60,0,112,O,O,O,O,X,X,X,X,O
ニャイキング,967,最速,,50,0,112,O,X,X,X,X,X,X,X,X
コオリッポ(アイスフェイス),979,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ガチグマ(通常),1013,最速,,50,0,112,O,X,X,X,X,X,X,X,X
オオニューラ,1017,最遅,,120,0,112,O,X,X,X,X,X,X,X,O
クワッス,1027,最速,,50,0,112,O,O,O,O,X,X,X,X,X
エクスレッグ,1036,無振,,92,0,112,O,O,O,O,X,X,X,X,X
パモ,1037,準速,,60,0,112,O,O,O,O,X,X,X,X,X
イキリンコ(グリーンフェザー),1049,無振,,92,0,112,O,O,O,O,X,X,X,X,X
イキリンコ(ブルーフェザー),1050,無振,,92,0,112,O,O,O,O,X,X,X,X,X
イキリンコ(イエローフェザー),1048,無振,,92,0,112,O,O,O,O,X,X,X,X,X
イキリンコ(ホワイトフェザー),1051,無振,,92,0,112,O,O,O,O,X,X,X,X,X
アノクサ,1066,準速,,60,0,112,O,O,O,O,X,X,X,X,X
カプサイジ,1071,最速,,50,0,112,O,O,O,O,X,X,X,X,X
ウミトリオ,1081,最遅,,120,0,112,O,O,O,O,X,X,X,X,X
キラーメ,1090,準速,,60,0,112,O,O,O,O,X,X,X,X,O
リキキリン,1104,準速,,60,0,112,O,O,O,O,X,X,X,X,X
ドドゲザン,1107,最速,,50,0,112,O,O,O,O,X,X,X,X,O
テツノカイナ,1116,最速,,50,0,112,O,O,O,O,X,X,X,X,X
パルキア(オリジンフォルム),539,最遅,,120,0,112,X,X,X,X,X,X,X,X,X
アルセウス,550,最遅,,120,0,112,X,X,X,X,X,X,X,X,X
ディアンシー,810,最速,,50,0,112,X,X,X,X,X,X,X,X,X
フシギソウ,1,準速,,60,0,112,X,X,X,X,X,O,O,X,X
ピクシー,40,準速,,60,0,112,X,X,X,X,X,O,X,O,O
ラフレシア,51,最速,,50,0,112,X,X,X,X,X,O,O,X,X
マタドガス(原種),137,準速,,60,0,112,X,X,X,X,X,O,X,O,O
マタドガス(ガラルのすがた),138,準速,,60,0,112,X,X,X,X,X,O,X,O,O
タッツー,144,準速,,60,0,112,X,X,X,X,X,O,O,X,X
ラプラス,163,準速,,60,0,112,X,X,X,X,X,O,O,X,X
ベイリーフ,188,準速,,60,0,112,X,X,X,X,X,O,O,X,X
ホーホー,199,最速,,50,0,112,X,X,X,X,X,O,X,O,O
キレイハナ,218,最速,,50,0,112,X,X,X,X,X,O,O,X,X
ウリムー,260,最速,,50,0,112,X,X,X,X,X,O,X,O,O
イノムー,261,最速,,50,0,112,X,X,X,X,X,O,X,O,O
ポリゴン2,274,準速,,60,0,112,X,X,X,X,X,O,X,X,X
ジュカイン,295,最遅,,120,0,112,X,X,X,X,X,O,O,X,X
ヌマクロー,300,最速,,50,0,112,X,X,X,X,X,O,O,X,X
ラグラージ,301,準速,,60,0,112,X,X,X,X,X,O,O,X,X
ハスブレロ,314,最速,,50,0,112,X,X,X,X,X,O,X,O,O
コノハナ,317,準速,,60,0,112,X,X,X,X,X,O,X,O,O
メタング,418,最速,,50,0,112,X,X,X,X,X,O,O,X,X
ポッタイシ,440,最速,,50,0,112,X,X,X,X,X,O,O,X,X
エンペルト,441,準速,,60,0,112,X,X,X,X,X,O,O,X,X
ハハコモリ,600,無振,,92,0,112,X,X,X,X,X,O,X,O,O
バルチャイ,699,準速,,60,0,112,X,X,X,X,X,O,X,O,O
ガオガエン,820,準速,,60,0,112,X,X,X,X,X,O,O,X,X
オシャマリ,822,最速,,50,0,112,X,X,X,X,X,O,O,X,X
アシレーヌ,823,準速,,60,0,112,X,X,X,X,X,O,O,X,X
ドデカバシ,826,準速,,60,0,112,X,X,X,X,X,O,O,X,X
メテノ(コア),873,最遅,,120,0,112,X,X,X,X,X,O,X,X,X
チャデス,1139,最速,,50,0,112,O,X,X,X,X,O,X,O,O
ヤミカラス,235,無振,,91,0,111,O,O,O,O,X,X,X,X,X
ネオラント,505,無振,,91,0,111,O,O,O,O,X,X,X,X,X
ロトム(通常),527,無振,,91,0,111,O,O,O,O,X,X,X,X,X
ランドロス(れいじゅうフォルム),718,無振,,91,0,111,O,X,X,X,X,X,X,X,X
ブロスター,773,準速,,59,0,111,O,O,O,O,X,X,X,X,X
エースバーン,918,最遅,,119,0,111,O,X,X,X,X,X,X,X,X
テブリム,961,最速,,49,0,111,O,O,O,O,X,X,X,X,O
アチゲータ,1025,最速,,49,0,111,O,O,O,O,X,X,X,X,X
トドロクツキ,1130,最遅,,119,0,111,O,O,O,O,X,X,X,X,X
ピカチュウ,26,無振,,90,0,110,O,O,O,O,X,X,X,X,O
モルフォン,55,無振,,90,0,110,O,O,O,O,X,X,X,X,X
ディグダ(アローラのすがた),57,無振,,90,0,110,O,X,X,X,X,X,X,X,X
ニャース(原種),60,無振,,90,0,110,O,O,O,O,X,X,X,X,X
ウインディ(ヒスイのすがた),72,無振,,90,0,110,O,X,X,X,X,X,X,X,O
メタモン,164,最速,,48,0,110,O,O,O,O,X,X,X,X,X
ファイヤー(ガラルのすがた),181,無振,,90,0,110,O,X,X,X,X,X,X,X,X
ファイヤー(原種),180,無振,,90,0,110,O,X,X,X,X,X,X,X,X
ヤルキモノ,331,無振,,90,0,110,O,O,O,O,X,X,X,X,X
