実数値,育て方,種族値,ポケモン,特性,アイコンID,ランク,D,C,A,B,イーブイ,DLC,IV,EV,性格,アイコン名
128,最速,65,ロコン(アローラのすがた),,173OaFRv3xFCVK94Zb8OWiODCaw57kQ-f,0,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_037a
128,準速,76,シママ,,1gNM_qCku_3PczH-HpDhExEdeFODVGNHX,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_522
127,準速,75,ワッカネズミ,,1TLkTfkUVjJLYy6K-mKVs_WnEQvSMpwiD,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_924
127,準速,75,フラージェス,,1798LaG-lDSRlslG6EM8csxxGPwx1sMGr,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_671
127,準速,75,グレンアルマ,,18EhN4VQQMHnLirBIFs1CBJ8zAA5xGmaU,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_936
127,準速,75,シキジカ,,1UUiCwtUCw0f6K8AZqpn9KdIu1b-xKM2p,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_585
127,準速,75,ストリンダー(ハイなすがた),,1Ka_0Qci-owq6eJ0RJwVtmgsCZmS0YRqa,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_849
127,準速,75,ストリンダー(ローなすがた),,1Kg8-I30SB2VkcVLhIHMwAVlSEkvvZOVx,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_849a
127,準速,75,シルシュルー,,1K-bFM0WnP298psJZDSn_zvcGeoWfuTpw,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_944
127,準速,75,クレッフィ,,1wW2sDEIoFamzilqA8RR2_bkyQpbPrXg4,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_707
127,準速,75,ガケガニ,,14XbsxeZTW-8bunlLcqyAQlJULbIiKi1V,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_950
127,準速,75,スコヴィラン,,1Mip56aizWOTV-BsZvpXXzLzh8cWvGeqv,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_952
127,準速,75,ヒラヒナ,,1vuCq7IuMAX2WNO-86dxm0Qz5g4tvmoJy,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_955
127,準速,75,ナミイルカ,,1GKECiAISpfxpJKHhboKYgVNj4CqO4ZT-,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_963
127,準速,75,タイレーツ,,1smJ1aIHX8So2LC4q8ZEAs0hZf30c_Hgg,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_870
127,準速,75,デリバード,,1BREd0dIGvF91MMWM9W7MADfBzVIzKdGF,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_225
127,最速,64,ブリガロン,,18x-515ZMfWj0YE4SYs6pyWuauPKWN6_y,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_652
127,準速,33,オリーニョ,,1lPmCiEAXBbUP6r28urr_cqTes1ta71Ta,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_929
127,準速,33,ドータクン,,122YaRuRqKXsCLHCvsVZGZYQLpNaW0jaJ,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_437
127,最速,64,マホイップ,,1eiYyEE0JH-B3jU4SC4w66_J-ntR7vb2r,0,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_869
127,準速,75,チラーミィ,,1wZJW-LP2TvFI44o8a2k6LuhrgCjAk_Sq,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_572
126,最遅,136,カマスジョー,,1s27bLsYXqwlBySR8Wq27gpFvI4Q64Fqe,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_847
126,最遅,136,テツノツツミ,,1YSKPGY07w6jr9loaOahaCjII5zHKOXn_,0,O,O,O,X,X,X,0,0,0.9,Pokémon-Icon_991
126,最遅,135,ハバタクカミ,,1I-Ndob5eF6_iv8hj_rbyhfBdnFczdjXJ,0,O,O,O,X,X,X,0,0,0.9,Pokémon-Icon_987
126,最遅,135,パオジアン,,1gnNMZyxt_9NYEExWGhwUmqPXiYPbaW8-,0,O,O,X,X,X,X,0,0,0.9,Pokémon-Icon_1002
126,最遅,135,コライドン(バトルフォルム),,1VVS5oWu_ql9PkGaTRfcLTK9VwcSidppT,0,X,X,X,X,X,X,0,0,0.9,Pokémon-Icon_1007
126,最遅,135,ミライドン(バトルフォルム),,1I1ShAvd8ommE9ZSVcp3TI4OSPNasUawy,0,X,X,X,X,X,X,0,0,0.9,Pokémon-Icon_1008
126,無振り,106,ラブトロス(けしんフォルム),,1y7IbuaSngSIsX3-LoE-xwfDgpHAkjp1n,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_905
126,無振り,106,カエンジシ,,1JVRe2AhdilAysqANhOQpT5DvHIO917re,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_668
126,無振り,106,テツノワダチ,,1LLaw5MH_gSZmSgREtwvwIjJG1UhWLlOu,0,O,O,O,X,X,X,31,0,1,Pokémon-Icon_990
126,準速,74,カジリガメ,,1IrHopCepiItjk-6NrgYfa18bW9ViHAsR,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_834
126,準速,74,スカンプー,,18QQPiErCI6WS-gpqJXPUDL70G2xSMKAL,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_434
126,準速,74,ワルビル,,1FF61AqV0A1EwA-g4ZShYvDkGmKkdH7Y6,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_552
126,最速,63,マケンカニ,,1ZtucUGMDtfykNVlqZkVcW7pXrHNObUpw,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_739
126,準速,32,アマカジ,,1k_P9pz49ESzPNNoDP2PT88ndRyDwEnZp,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_761
126,準速,32,ヒポポタス,,1www9TyFYqe9GeeY92H0K-5IkykO69xWO,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_449
126,最速,25,ベトベター(アローラのすがた),,1PFu-DutIpZe8zB_QrBHW1jmGxDO8mCV-,1,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_088a
126,最速,25,ホシガリス,,1112-A-eZE3bQPhNMUEXgKox3peUWzcYB,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_819
126,最速,25,コロボーシ,,1WiXPfeitF_avA4I7unE4gXz5a_3h3xRN,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_401
126,最速,25,マクノシタ,,1r_sB8JRhICT0ktYWa7XIo_7Gec6e-bFp,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_296
126,最速,25,コジオ,,1UTB0IXjtQRiJLUZjqwzQ7p2Gr2mJJXeZ,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_932
#N/A,最速,#N/A,ベトベター,,#N/A,1,#N/A,,,,,X,31,252,1.1,#N/A
125,無振り,105,ドレディア(ヒスイのすがた),,1xdOxIqCk6bYRW9JmeW3V7OlVzaLflDh9,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_549a
125,無振り,105,ザルード,,1mr5HGpv5tEF1r347X3ZsK-cea2HxApiR,0,X,X,X,X,X,X,31,0,1,Pokémon-Icon_893
125,無振り,105,パーモット,,1kpim1LEuN15rojtAnpf7h8YFl9Qr8d5v,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_923
125,無振り,105,ムウマージ,,1yE5pCDgsL2Fh5Zpbc1-PnMvuIjpUURV5,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_429
#N/A,無振り,#N/A,ゾロアーク,,#N/A,0,#N/A,,,,,X,31,0,1,#N/A
125,無振り,105,ストライク,,1qKByjB3JqScTL-X0fQOieLsJNCqAkXK0,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_123
125,無振り,105,クエスパトラ,,1C-GogL4iEqoJVcoH6ej3oiw1LaVcNOmW,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_956
125,無振り,105,フリージオ,,1o-CjL9UhXxF0gqs-34axxaKOI-76yJ4J,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_615
125,準速,73,テールナー,,1gWW5hu1HiC79_J_5LXmirAjpV0_aYjpP,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_654
125,準速,73,ハルクジラ,,1nxnZVI21T6scREQ073nKoLMyT2jqrJuY,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_975
125,最速,62,ヤヤコマ,,1fDrKKlhJuDUHUcsjBgW_D0ouGerCP9at,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_661
125,最速,62,アママイコ,,1jclvqfXa24w0XiX8gumEJfKtqPXu3apS,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_762
125,最速,62,セゴール,,1elAbNLB0J3XfJBw3upoXwGYYIbABvvn6,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_997
124,無振り,104,マフォクシー,,1qpBsOXJjddqEQkO78JmK1J48p0b4EAZ-,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_655
124,無振り,104,テツノイサハ,,1mBQn924aMcrgtpNAObECEp2o9JaMbz8O,0,X,X,X,X,X,X,31,0,1,Pokémon-Icon_1010
124,準速,72,ダクマ,,1hcDp88sCKKpybwulpqJIv3SwIs6AIQBr,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_891
124,準速,72,アマージョ,,13QRYTXZVArS4DO4LGzs2Dmoqm7_AT9yy,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_763
124,準速,72,シシコ,,14fw4QuWB-HE_RdubumUHr1gt85hPtzYd,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_667
124,準速,72,テツノイバラ,,1EwqBtcErdSRUUNq5ggJkMbGj8vIrSfhG,0,O,O,O,X,X,X,31,252,1,Pokémon-Icon_995
124,最速,61,バンギラス,,18qcMGHhazNpN-s7UCSqDoCuE2KdaYbAl,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_248
124,無振り,104,ニャオニクス(オスのすがた),,1aH2DwaGq8uK89oiWpqdJB-czJdY3VFLt,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_678
124,無振り,104,ニャオニクス(メスのすがた),,19Omeh2ADKWeNTXLLCazAVb1rGgI-gzrO,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_678a
123,準速,71,ケロマツ,,1YTLYs8rFJWwGIzcJJnqIFCt1AzQggLGg,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_656
123,準速,71,ドンカラス,,1_1Q9ZcqnRKrBF539eysQ69hvDruOpy5L,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_430
123,準速,71,サダイジャ,,17u_z5dVRhtPzE2bp3PCpLBJ7Sntr7zR_,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_844
123,最速,60,フタチマル,,1b13Gmkl72AzlHmqh2LlXoCJVE5yoZhxb,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_502
123,最速,60,フォッコ,,1u3vx_gGEoSLBmclgxwGImk-WtjV4Ro9I,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_653
123,最速,60,ヌメルゴン(ヒスイのすがた),,1Exgl_T5Gx2L-6TnVfiDMxQoX2d1KF95S,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_706a
123,最速,60,ジュナイパー(ヒスイのすがた),,1-4wzakPMfRac-72absT8UdFCP4LXMLtz,0,O,X,X,X,X,X,31,252,1.1,Pokémon-Icon_724a
123,最速,60,パモ,,1yMNlGqlErP4QoTWJLzFIvStLRkz4IIZa,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_921
123,最速,60,ピチュー,,15hHNX6Cg0r4tW7ew_MTSsaaJLYR4sEuX,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_172
123,最速,60,イワンコ,,17nYK4YWoKckh4YKZHD4Jt2FVpLSTl-BD,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_744
123,最速,60,ルクシオ,,1rjwMXmQeor3m-qJ-npPmzJKL9rBStAfC,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_404
123,最速,60,ムックル,,1ZNf_KHt5P_Rg1iCcU9r086pg9wkpfdu4,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_396
123,最速,60,バネブー,,1JsBd86ZOcxz29sGSMOZssD7ohz4xfr_o,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_325
123,最速,60,アサナン,,1YE-RfqdJwjKNzQkppkolxVqVETenqlTB,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_307
123,最速,60,リオル,,1ASrXiiHjSjAQO6yce9BMGdE1Jyzk7n53,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_447
123,最速,60,ドジョッチ,,1x4c04hjQ2wkaDjoTwrkhgyljSnBwiUV-,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_339
123,最速,60,ナマズン,,1zVNS8UPNVrt9so8KXD7xNVPCSZm50U2h,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_340
#N/A,最速,#N/A,ヌメイル,,#N/A,0,#N/A,,,,,X,31,252,1.1,#N/A
123,最速,60,ニンフィア,,1ffUHuKdCW2fXNrCgeBU026dVHwk4Um9r,0,O,O,O,O,O,X,31,252,1.1,Pokémon-Icon_700
123,最速,60,リキキリン,,1CgiOFiPB7E7YSgd953Cs4njYf6TJLcuO,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_981
123,最速,60,ジバコイル,,1MHy9DRbfETgRrcbUz6_Q8Q4odL4f4K8E,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_462
#N/A,最速,#N/A,ガーディ,,#N/A,0,#N/A,,,,,X,31,252,1.1,#N/A
123,最速,60,アノクサ,,1piKiHL1VKJ_SOhKdcLazlnAe7O6lrqpo,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_946
123,最速,60,メラルバ,,1YZGZVfbpopp9wOLQPxfngHkgrowLDeZF,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_636
123,最速,60,オーロンゲ,,1SmQL_GvmczOfd6gtBgsDw1RKcn5htcvf,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_861
123,最速,60,キラーメ,,1Se7GwfJFRe0nDDV2y3AGuKZeeNdJ8jeZ,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_969
123,最速,60,ヤレユータン,,1HaSNEtfxOQKJrgDydYd_Cwf3eN-JSQ9S,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_765
123,最速,60,シビシラス,,1yyUmafVOV_jbXON5fKWNu211Pp0WhsYI,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_602
123,最速,60,ユキノオー,,1nvW6sIf5aBOMELxOrBP2oC32I6NC5-eE,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_460
123,最速,60,ワシボン,,1AO51tp3tZvy6u7z5VO0odyh7yQ20dst-,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_627
123,最速,60,コマタナ,,1cBBzisCJBUrA-eW4J7SqwXkFtdX-kaM0,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_624
123,準速,30,ヤドラン(ガラルのすがた),,1ibA9dISIsX7nzHWHRxKz6wlcFOeJ6XNz,1,O,X,X,X,X,X,31,252,1,Pokémon-Icon_080a
123,準速,30,ヤドキング(ガラルのすがた),,1arz11mqR6efs0HWkqflFWLUlqLMbLc87,1,O,X,X,X,X,X,31,252,1,Pokémon-Icon_199a
123,準速,30,ブリザポス,,1lAx75x3nO8qtVSQdAMw3m1sMD2-gFd35,1,O,X,X,X,X,X,31,252,1,Pokémon-Icon_896
123,準速,30,ヒマナッツ,,1ne1-_E5Oie3gubXCyQvVrg9QoPK4wo7R,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_191
123,準速,30,キマワリ,,1czOLDGFBxm_LJCCvCYs3C2KQ2m1dUAju,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_192
123,準速,30,ピンプク,,1HzShRc82Gd64YYDI5CJ85Ybqrbi0YFYA,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_440
123,準速,30,ナマケロ,,16_nL4H_ZcsEyCpvX8T5rGKiJHJdDtCPP,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_287
123,準速,30,ミニーブ,,1_dE8uydiSOI4cswoITJ8DAaUU1aqDuLg,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_928
123,準速,30,ウソッキー,,1vMxKOsPTRexbEJZgsST-NYZMIQmi2wGv,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_185
123,準速,30,タンドン,,1O0PMvJO75ZPr5-So-oHg_eypK8FN9mdP,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_837
123,準速,30,セキタンザン,,1fjz11rEGMRUW3pwXFiAKtKFOEXjOXq9J,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_839
123,準速,30,チュリネ,,187dOTvpKa8LVch2G7WLMMaQIYRQOGAXi,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_548
123,準速,30,タルップル,,1jEaU-9ESQR5EOh4dYhhNPohxC1nUnkOB,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_842
123,準速,30,ダイオウドウ,,1VeMFSO_k2LF3mGOC7CZX9GR5CHuK9fY4,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_879
123,準速,30,モロバレル,,19PXYoJRZfgvKlbBmcyGmbI8ZrG4zz9yg,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_591
123,準速,30,シガロコ,,1MXPTI2R_MAdiU_z5_znu95ZE1JBsK8wC,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_953
#N/A,準速,#N/A,ヤドラン,,#N/A,1,#N/A,,,,,X,31,252,1,#N/A
#N/A,準速,#N/A,ヤドキング,,#N/A,1,#N/A,,,,,X,31,252,1,#N/A
123,準速,30,クズモー,,1nM_6hMJ05ha-O58r1W4SDGv85yUtGhtO,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_690
123,最速,23,ドーミラー,,1pQ-s5Q8xFiOe5qFz9Y3GlJsL2UiyLWB2,1,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_436
123,最速,60,コノハナ,,13E0If0r5-F7bVPR62pu1mx8Ebr7CxUU_,0,X,X,X,X,X,O,31,252,1.1,Pokémon-Icon_274
122,無振り,102,ガブリアス,,1WZ6vRUmBvFO8H8hAD9Pe4LxHxncVup_8,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_445
122,無振り,102,ドロンチ,,1-JCKhIcy8s_PP5aYLtSi_0Qklvi628JV,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_886
#N/A,準速,#N/A,ダイケンキ,,#N/A,0,#N/A,,,,,X,31,252,1,#N/A
122,準速,70,ゾロア(ヒスイのすがた),,1bnAQQLKhNRRJXujiouwV9lyzmUNlbzCi,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_570a
122,準速,70,フーパ(いましめられしフーパ),,1svbHy2OC0nzxBQlGj7uN16d_iLFUqLqs,0,X,X,X,X,X,X,31,252,1,Pokémon-Icon_720a
122,準速,70,ボルケニオン,,1-fq7XFOhk3hpVWmkscFL9qazdY0BgOlO,0,X,X,X,X,X,X,31,252,1,Pokémon-Icon_721
#N/A,準速,#N/A,ジュナイパー,,#N/A,0,O,X,X,X,X,X,31,252,1,#N/A
122,準速,70,メッソン,,1ENfeh7BA6sOwn3mBAApnemiP3WWcj9ZO,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_816
122,準速,70,ミツハニー,,1usiuWQ4jAHZYRcts5IkgKLMQ-kyo_qjo,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_415
122,準速,70,レントラー,,1oaHVW_BYimvpacwjw37nb74cbRidxV4_,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_405
122,準速,70,キノガッサ,,1KRgOy_Ro4CYa8Rdx20jRRWT7JlOX0FbT,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_286
122,準速,70,アップリュー,,18twn_ZuqgI9DIKBSaVYXYqTRjcIoE4NL,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_841
122,準速,70,フワンテ,,1fGn9zpbTbWon7EGRTTEBP4UHyC0S-p5E,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_425
122,準速,70,マンキー,,1R_TSAcbBGOEWulpRpsHhPYIjD90djETH,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_056
122,準速,70,カイデン,,1pNRSHb_Mat5OeSphCK-hiY4gudZwOjfr,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_940
122,準速,70,レアコイル,,1BCJ79j9VPhQDaB1AWXl0yNG2jbZ4IsYi,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_082
122,準速,70,ポットデス,,1thEEr1FZvb-kaokQEfPuXVl5aPpBJa6w,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_855
122,準速,70,ノノクラゲ,,1nJWYMJvcs1cKlAHYRvX3IUBZOZVk7ukb,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_948
122,準速,70,ギモー,,1JHrdqglxXhXaqz4JWmgYgebxnXgZQMVI,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_860
122,準速,70,イシヘンジン,,19mdG_ULI3lZtTtUE-1Keno-29PNpSfsl,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_874
122,準速,70,パルシェン,,1YlWVgT3kG0hLgTjdaKX20H14uYFFA2zB,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_091
122,準速,70,ハクリュー,,11ZZET6FPHbiZNDyOD_iCeCnOEMjrw7mf,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_148
122,準速,70,キリキザン,,1swB4tOUUJj_PtCvE045PDMb-FLnB7W12,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_625
122,準速,70,ミガルーサ,,1B4ibBOZ3DE0JEhNtrMv6Q-BvAqwWSg01,0,O,O,O,O,X,X,31,252,1,Pokémon-Icon_976
122,準速,70,チオンジェン,,1Zntyp8uRiVFoHcu11vFXfG0ZFdwTigug,0,O,O,X,X,X,X,31,252,1,Pokémon-Icon_1001
122,最速,59,ブロスター,,1B2LALayiw6Zzu3m33TIA3yHcdMB5Qq8b,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_693
122,準速,70,ジュゴン,,1cE2279dA4z7lmIbqQQB6dZrE5PoU9Wh8,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_087
122,準速,70,メタグロス,,1bCCMgJRGzOPG37KZrqDYgeQxpZUdRz6n,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_376
122,準速,70,ビブラーバ,,1MDn_-IiSXiVsU1fpMhkWoN_NOYlpYuO7,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_329
122,準速,70,グラエナ,,1nYVmWk1d3mg2BTZ7fb-F9bImYqeDsgCU,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_262
121,最遅,130,ミュウツー,,1umzu-rQrH7kVkP4CEYDYnurMQWheEJUL,0,X,X,X,X,X,X,0,0,0.9,Pokémon-Icon_150
#N/A,最遅,#N/A,ムゲンダイナ,,#N/A,0,#N/A,,,,,X,0,0,0.9,#N/A
121,最遅,130,レイスポス,,1MvX1sIMgD9J3WF7-lRrrNPBC1maa5y-z,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_897
121,最遅,130,サンダース,,1wvDPJsOFZkUtkrBlg3P-zELA4gdmEAWe,0,O,O,O,O,O,X,0,0,0.9,Pokémon-Icon_135
121,最遅,130,コオリッポ(ナイスフェイス),,1kB1ow3P_2_hnrDYYdQ3UeRc0guw8wUMp,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_875a
121,無振り,101,ボルトロス(れいじゅうフォルム),,1DKlTHW_xKAkpMdEHbAxxdSsIARKpuJ0N,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_642a
121,無振り,101,ランドロス(けしんフォルム),,1lnjAP_1iGm_kuA0BWEkwK864yrnJe7OX,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_645
121,無振り,101,デデンネ,,1Dkp-AZGw4clu3nfHM-ckVV7LPIUS_nvj,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_702
121,無振り,101,スナノケガワ,,1o6MVvN-2IEiZTsvCm9pwv1qw4wVvnG68,0,O,O,O,X,X,X,31,0,1,Pokémon-Icon_989
121,準速,69,ヒバニー,,1e1gRx6NNihgidVyL59K3wcwIOG6M7v02,0,O,X,X,X,X,X,31,252,1,Pokémon-Icon_813
121,最速,58,カヌチャン,,1cvpKYGH8zJI5xKJmtdm-LZYu9x4Vg-7j,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_957
121,最速,58,ジヘッド,,1ynT0f2beNLTeihKD-8UafQ93Dnz-vqAT,0,O,O,O,O,X,X,31,252,1.1,Pokémon-Icon_634
121,準速,29,コフーライ,,116pgtbqxkAAVoZiekrI3GfCLDWIgAd80,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_665
121,準速,29,ブリムオン,,1e9tdC5R0ExwoTeAPRRg4OSmPRiy-aDoM,1,O,O,O,O,X,X,31,252,1,Pokémon-Icon_858
120,無振り,100,リザードン,,1lCRSMYbDEevzu4QUg3AciYaw8eFeXhvV,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_006
120,無振り,100,ビリリダマ(ヒスイのすがた),,1BuskrBDNV0qmJ8I0TaruDA91VkZpNLq1,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_100a
120,無振り,100,サンダー(ガラルのすがた),,1mT7rHF0QLDWjEopeo9A3GadKB84tMX53,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_145a
#N/A,無振り,#N/A,サンダー,,#N/A,0,#N/A,,,,,X,31,0,1,#N/A
120,無振り,100,ミュウ,,1XWiH5_02syzbp8TbDtsdMwrezUmoFSZQ,0,X,X,X,X,X,X,31,0,1,Pokémon-Icon_151
#N/A,無振り,#N/A,バクフーン,,#N/A,0,#N/A,,,,,X,31,0,1,#N/A
#N/A,無振り,#N/A,パルキア,,#N/A,0,#N/A,,,,,X,31,0,1,#N/A
120,無振り,100,ケッキング,,1txwXVb6kUAAW9O_uiwl_4fOY4KlFdTvY,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_289
120,無振り,100,ムクホーク,,1CtboBrc9wPLwghkViw4c_2-n-T-8BdvA,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_398
#N/A,無振り,#N/A,ビリリダマ,,#N/A,0,#N/A,,,,,X,31,0,1,#N/A
120,無振り,100,ケンタロス(パルデアのすがた単),,1sMsYQzTVAVStFRvxhpk3Ku-URS9rLalw,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_128a
120,無振り,100,ケンタロス(パルデアのすがた炎),,185By0Ypt2JUMPZ51CpQTZBBYsGtsa6aI,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_128b
120,無振り,100,ケンタロス(パルデアのすがた水),,1WfL7RZDAIS2-29aVpYRMgAqykcc673ky,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_128c
120,無振り,100,リククラゲ,,1IOLLigTuCy_NlF3qqoqw0S_gYboupRU-,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_949
120,無振り,100,ウルガモス,,1KEGO1RXmRg2rA9VwvwzJXhbKmmH9ihP2,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_637
120,無振り,100,ボーマンダ,,16t2LzHEKja7bved6yeo2L_INIKNM5vHX,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_373
